"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
15101,"2,8-Dimethylquinoline","C11H11N","CC1=C2C(=CC=C1)C=CC(=N2)C",157.21
15102,"N-(2-(3,6-Dihydro-4-methyl-1(2H)-pyridinyl)ethyl)guanidine","C9H18N4","CC1=CCN(CC1)CCN=C(N)N",182.27
15103,"DL-selenomethionine","C5H11NO2Se","C[Se]CCC(C(=O)O)N",196.12
15104,"Selenocystine, DL-","C6H12N2O4Se2","C(C(C(=O)O)N)[Se][Se]CC(C(=O)O)N",334.11
15105,"Vinyloxyethyl methacrylate","C8H12O3","CC(=C)C(=O)OCCOC=C",156.18
15106,"N-1-Naphthylethylenediamine dihydrochloride","C12H16Cl2N2","C1=CC=C2C(=C1)C=CC=C2NCCN.Cl.Cl",259.17
15107,"N-(1-Naphthyl)ethylenediamine","C12H14N2","C1=CC=C2C(=C1)C=CC=C2NCCN",186.25
15108,"[2-[4-[Bis(2-chloroethyl)amino]phenyl]-1-carboxyethyl]azanium chloride","C13H19Cl3N2O2","C1=CC(=CC=C1CC(C(=O)O)[NH3+])N(CCCl)CCCl.[Cl-]",341.7
15109,"2,6-Dimethoxybenzoic Acid","C9H10O4","COC1=C(C(=CC=C1)OC)C(=O)O",182.17
15110,"Acetylsalicylic anhydride","C18H14O7","CC(=O)OC1=CC=CC=C1C(=O)OC(=O)C2=CC=CC=C2OC(=O)C",342.3
15111,"6-Phenoxy-1,3,5-triazine-2,4-diamine","C9H9N5O","C1=CC=C(C=C1)OC2=NC(=NC(=N2)N)N",203.20
15112,"Dimethylcyanamide","C3H6N2","CN(C)C#N",70.09
15113,"","C4H3N5O2","C12=NNNC1=NC(=O)NC2=O",153.10
15114,"N-Benzoylmorpholine","C11H13NO2","C1COCCN1C(=O)C2=CC=CC=C2",191.23
15115,"Dimexano","C4H6O2S4","COC(=S)SSC(=S)OC",214.4
15116,"1-(Thiophen-3-yl)ethanone","C6H6OS","CC(=O)C1=CSC=C1",126.18
15117,"Propylene sulfite","C3H6O3S","CC1COS(=O)O1",122.15
15118,"5-Indanol","C9H10O","C1CC2=C(C1)C=C(C=C2)O",134.17
15119,"1-Propene, 3-propoxy-","C6H12O","CCCOCC=C",100.16
15120,"Dimethyl brassylate","C15H28O4","COC(=O)CCCCCCCCCCCC(=O)OC",272.38
15121,"3-Methoxyestra-1(10),2,4-triene-16,17-diol","C19H26O3","CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)OC",302.4
15122,"1,4-Dichloro-2-butene","C4H6Cl2","C(C=CCCl)Cl",124.99
15123,"Allyl isocyanate","C4H5NO","C=CCN=C=O",83.09
15124,"3-(2-(Dimethylamino)ethyl)-1H-indol-6-ol","C12H16N2O","CN(C)CCC1=CNC2=C1C=CC(=C2)O",204.27
15125,"","C31H35N2NaO11","CC1=C(C=CC2=C1OC(=C(C2=O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)[O-])OC4C(C(C(C(O4)(C)C)OC)OC(=O)N)O.[Na+]",634.6
15126,"Magnesium ATP","C10H14MgN5O13P3","C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)([O-])OP(=O)(O)[O-])O)O)N.[Mg+2]",529.47
15127,"","C17H20O3","CCC1=C(C2=CC=CC=C2O1)C(=O)C3CCC(CC3)O",272.34
15128,"Acetamide, N,N'-(1,4-phenylenebis(methylene))bis(2,2-dichloro-N-ethyl-","C16H20Cl4N2O2","CCN(CC1=CC=C(C=C1)CN(CC)C(=O)C(Cl)Cl)C(=O)C(Cl)Cl",414.1
15129,"Noracymethadol","C22H29NO2","CCC(C(CC(C)NC)(C1=CC=CC=C1)C2=CC=CC=C2)OC(=O)C",339.5
15130,"Levomethadyl Acetate","C23H31NO2","CCC(C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)OC(=O)C",353.5
15131,"SQ-10220","C10H10Cl3NO3","C1=CC(=CC=C1C(C(COC(=O)N)(Cl)Cl)O)Cl",298.5
15132,"2-Amino-4-methylbenzothiazole","C8H8N2S","CC1=C2C(=CC=C1)SC(=N2)N",164.23
15133,"1,3-Benzenedimethanamine","C8H12N2","C1=CC(=CC(=C1)CN)CN",136.19
15134,"N,N'-1,8-Octanediylbis(2,2-dichloroacetamide)","C12H20Cl4N2O2","C(CCCCNC(=O)C(Cl)Cl)CCCNC(=O)C(Cl)Cl",366.1
15135,"(6aS)-6-prop-2-enyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinolin-6-ium-10,11-diol chloride","C19H20ClNO2","C=CC[NH+]1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.[Cl-]",329.8
15136,"Lopac-D-042","C19H19NO2","C=CCN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O",293.4
15137,"Carbazic acid, 3-(p-fluoro-alpha-methylbenzyl)-, ethyl ester","C11H15FN2O2","CCOC(=O)NNC(C)C1=CC=C(C=C1)F",226.25
15138,"Benzoic acid, p-fluoro-, 2-(2-(benzylcarbamoyl)ethyl)hydrazide","C17H18FN3O2","C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=C(C=C2)F",315.34
15139,"Fluanisone","C21H25FN2O2","COC1=CC=CC=C1N2CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F",356.4
15140,"1-(4-Chlorophenyl)-3-cyanoguanidine","C8H7ClN4","C1=CC(=CC=C1N=C(N)NC#N)Cl",194.62
15141,"Benzene, 2,4-dimethyl-1-(1-methylpropyl)-","C12H18","CCC(C)C1=C(C=C(C=C1)C)C",162.27
