"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
36301,"Isopropylmer-cury","C3H7Hg","CC(C)[Hg]",243.68
36302,"1-Propanone, 1-(2,3-dihydro-1,4-benzodioxin-6-yl)-3-(3-phenyl-1-pyrrolidinyl)-, hydrochloride (1:1)","C21H24ClNO3","C1CN(CC1C2=CC=CC=C2)CCC(=O)C3=CC4=C(C=C3)OCCO4.Cl",373.9
36303,"Proroxan","C21H23NO3","C1CN(CC1C2=CC=CC=C2)CCC(=O)C3=CC4=C(C=C3)OCCO4",337.4
36304,"2,3,4,4'-Tetrachlorobiphenyl","C12H6Cl4","C1=CC(=CC=C1C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl",292.0
36305,"2,4-Bis(chloromethyl)-6-methylsulfanyl-1,3,5-triazine","C6H7Cl2N3S","CSC1=NC(=NC(=N1)CCl)CCl",224.11
36306,"1-Bromo-2,3-dichloropropane","C3H5BrCl2","C(C(CBr)Cl)Cl",191.88
36307,"Acetophenone, 2-((p-nitrophenyl)thio)-","C14H11NO3S","C1=CC=C(C=C1)C(=O)CSC2=CC=C(C=C2)[N+](=O)[O-]",273.31
36308,"CID 36308","C9H16O","CC(C)CCC=CC(=O)C",140.22
36309,"Benzoic acid, 4-(3-(2-chloroethyl)-3-nitrosoureido)-2,6-dimethyl-","C12H14ClN3O4","CC1=CC(=CC(=C1C(=O)O)C)NC(=O)N(CCCl)N=O",299.71
36310,"(2R)-N-[(2S)-2-chloro-1-[(3R,6R)-3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-4-pentylpyrrolidin-1-ium-2-carboxamide chloride","C19H36Cl2N2O5S","CCCCCC1CC([NH2+]C1)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl.[Cl-]",475.5
36311,"(2R)-N-[(2S)-2-chloro-1-[(3R,6R)-3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-4-pentylpyrrolidine-2-carboxamide","C19H35ClN2O5S","CCCCCC1CC(NC1)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl",439.0
36312,"1-Methylcyclohex-3-en-1-ol","C7H12O","CC1(CCC=CC1)O",112.17
36313,"Androst-4-en-3-one, 17-beta-bis(2-chloroethyl)amino-","C23H35Cl2NO","CC12CCC3C(C1CCC2N(CCCl)CCCl)CCC4=CC(=O)CCC34C",412.4
36314,"Paclitaxel","C47H51NO14","CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C",853.9
36315,"1-4-Dimethylaminophenyl-5-allyl-5-(beta-hydroxypropyl)barbituric acid","C18H23N3O4","CC(CC1(C(=O)NC(=O)N(C1=O)C2=CC=C(C=C2)N(C)C)CC=C)O",345.4
36316,"Ketone, (p-ethoxyphenyl) 4-pyridyl","C14H13NO2","CCOC1=CC=C(C=C1)C(=O)C2=CC=NC=C2",227.26
36317,"(4-Hydroxyphenyl)-2-pyridinylmethanone","C12H9NO2","C1=CC=NC(=C1)C(=O)C2=CC=C(C=C2)O",199.20
36318,"","C14H22N4O","CN1CCN(CC1)C2=NC(=O)C3=C(N2)CCCCC3",262.35
36319,"","C19H24N4O","C1CCC2=C(CC1)NC(=NC2=O)N3CCN(CC3)C4=CC=CC=C4",324.4
36320,"","C10H14N2OS","CSC1=NC(=O)C2=C(N1)CCCCC2",210.30
