"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
30801,"Acetic acid, bis(p-iodophenyl)-","C14H10I2O2","C1=CC(=CC=C1C(C2=CC=C(C=C2)I)C(=O)O)I",464.04
30802,"Plumbane, dimethyl-","C2H6Pb","C[Pb]C",237
30803,"2,4-Dimethyl-3-phenylpentane","C13H20","CC(C)C(C1=CC=CC=C1)C(C)C",176.30
30804,"4-Isoxazolecarboxamide, 5-methyl-3-(5-nitro-2-furyl)-","C9H7N3O5","CC1=C(C(=NO1)C2=CC=C(O2)[N+](=O)[O-])C(=O)N",237.17
30805,"4-Isoxazolecarboxylic acid, 3-(5-nitro-2-furyl)-, ethyl ester","C10H8N2O6","CCOC(=O)C1=CON=C1C2=CC=C(O2)[N+](=O)[O-]",252.18
30806,"4-Isoxazolecarboxamide, N,5-dimethyl-3-(5-nitro-2-furyl)-","C10H9N3O5","CC1=C(C(=NO1)C2=CC=C(O2)[N+](=O)[O-])C(=O)NC",251.20
30807,"4-Isoxazolecarboxamide, N,3-dimethyl-5-(5-nitro-2-furyl)-","C10H9N3O5","CC1=NOC(=C1C(=O)NC)C2=CC=C(O2)[N+](=O)[O-]",251.20
30808,"4-Isoxazolecarboxylic acid, 5-methyl-3-(5-nitro-2-furyl)-, 1-methyl-4-piperidyl ester","C15H17N3O6","CC1=C(C(=NO1)C2=CC=C(O2)[N+](=O)[O-])C(=O)OC3CCN(CC3)C",335.31
30809,"","C18H22N2O6","CC[NH+]1CCC(C1)N2C(=O)COC3=CC=CC=C32.C(=CC(=O)[O-])C(=O)O",362.4
30810,"4-(1-Ethylpyrrolidin-3-yl)-1,4-benzoxazin-3-one","C14H18N2O2","CCN1CCC(C1)N2C(=O)COC3=CC=CC=C32",246.30
30811,"2H-1,4-Benzoxazin-3(4H)-one, 4-(1-benzyl-3-pyrrolidinyl)-","C19H20N2O2","C1CN(CC1N2C(=O)COC3=CC=CC=C32)CC4=CC=CC=C4",308.4
30812,"","C23H25ClN2O6","C[NH+]1CCC(C1)N(C2=CC=CC=C2)C(=O)COC3=CC=C(C=C3)Cl.C(=CC(=O)[O-])C(=O)O",460.9
30813,"2-(4-chlorophenoxy)-N-(1-methylpyrrolidin-3-yl)-N-phenylacetamide","C19H21ClN2O2","CN1CCC(C1)N(C2=CC=CC=C2)C(=O)COC3=CC=C(C=C3)Cl",344.8
30814,"N-(4-Chloro-2-methylphenyl)-N'-methylmethanimidamide","C9H11ClN2","CC1=C(C=CC(=C1)Cl)NC=NC",182.65
30815,"N-(4-Chloro-2-methylphenyl)formamide","C8H8ClNO","CC1=C(C=CC(=C1)Cl)NC=O",169.61
30816,"(4R*,5S*(R*),10S*(S*(S*)))-(+)-10-((3,6-Dihydro-6-oxo-2H-pyran-2-yl)hydroxymethyl)-5,9,10,11-tetrahydro-4-hydroxy-5-(1-hydroxyheptyl)-1H-cyclonona(1,2-c:5,6-c')difuran-1,3,6,8(4H)-tetrone","C26H30O11","CCCCCCC(C1C(C2=C(CC(CC3=C1C(=O)OC3=O)C(C4CC=CC(=O)O4)O)C(=O)OC2=O)O)O",518.5
30817,"1,5-Dimethyl-9-methylidene-2-(2-oxochromen-7-yl)oxycycloundec-5-ene-1-carboxylic acid","C24H28O5","CC1=CCCC(=C)CCC(C(CC1)OC2=CC3=C(C=C2)C=CC(=O)O3)(C)C(=O)O",396.5
30818,"3-Bromoadamantane-1-carboxylic acid","C11H15BrO2","C1C2CC3(CC1CC(C2)(C3)Br)C(=O)O",259.14
30819,"Phospho-L-tyrosine","C9H12NO6P","C1=CC(=CC=C1CC(C(=O)O)N)OP(=O)(O)O",261.17
30820,"Acetanilide, N-(1-methyl-3-pyrrolidinyl)-2-phenoxy-, oxalate (1:1)","C21H24N2O6","CN1CCC(C1)[NH+](C2=CC=CC=C2)C(=O)COC3=CC=CC=C3.C(=O)(C(=O)[O-])O",400.4
30821,"N-(1-methylpyrrolidin-3-yl)-2-phenoxy-N-phenylacetamide","C19H22N2O2","CN1CCC(C1)N(C2=CC=CC=C2)C(=O)COC3=CC=CC=C3",310.4
30822,"Fenpipalone","C17H22N2O2","CN1CC(OC1=O)CCN2CCC(=CC2)C3=CC=CC=C3",286.37
30823,"Clonixeril","C16H17ClN2O4","CC1=C(C=CC=C1Cl)NC2=C(C=CC=N2)C(=O)OCC(CO)O",336.77
30824,"N,N-Bis(2,3-dibromopropyl)melamine","C9H14Br4N6","C(C(CBr)Br)N(CC(CBr)Br)C1=NC(=NC(=N1)N)N",525.86
30825,"","C12H9I3NNaO4","C1COCC(=O)N1C2=C(C=C(C(=C2I)CC(=O)[O-])I)I.[Na+]",634.91
30826,"2-[2,4,6-Triiodo-3-(3-oxomorpholin-4-yl)phenyl]acetic acid","C12H10I3NO4","C1COCC(=O)N1C2=C(C=C(C(=C2I)CC(=O)O)I)I",612.92
30827,"","C15H15I3NNaO3","CCC(CC1=C(C(=C(C=C1I)I)N2CCCC2=O)I)C(=O)[O-].[Na+]",660.99
30828,"Iolidonic Acid","C15H16I3NO3","CCC(CC1=C(C(=C(C=C1I)I)N2CCCC2=O)I)C(=O)O",639.01
30829,"1-(2-Hydroxybutylamino)butan-2-ol","C8H19NO2","CCC(CNCC(CC)O)O",161.24
30830,"Melarsen oxide","C9H9AsN6O","C1=CC(=CC=C1NC2=NC(=NC(=N2)N)N)[As]=O",292.13
30831,"","C27H41NO3","CC1CC2C(C(C3(O2)CCC4C5CC=C6CC(CCC6(C5C(=O)C4C3C)C)O)C)NC1",427.6
30832,"9-(4-Chlorophenyl)-9H-fluorene","C19H13Cl","C1=CC=C2C(=C1)C(C3=CC=CC=C32)C4=CC=C(C=C4)Cl",276.8
30833,"9-(4-Methoxyphenyl)-9H-fluorene","C20H16O","COC1=CC=C(C=C1)C2C3=CC=CC=C3C4=CC=CC=C24",272.3
30834,"2,9-Dimethylfluorene","C15H14","CC1C2=CC=CC=C2C3=C1C=C(C=C3)C",194.27
30835,"Norglaucine","C20H23NO4","COC1=C(C2=C3C(CC4=CC(=C(C=C42)OC)OC)NCCC3=C1)OC",341.4
30836,"S-(2-Carboxy-1-methylethyl)-L-cysteine","C7H13NO4S","CC(CC(=O)O)SCC(C(=O)O)N",207.25
30837,"3-(Trimethylammonio)propane-1-sulfonate","C6H15NO3S","C[N+](C)(C)CCCS(=O)(=O)[O-]",181.26
