"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
25301,"1-(4-Chlorophenyl)-1-phenyl-2-propynylcarbamate","C16H12ClNO2","C#CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OC(=O)N",285.72
25302,"Strontium bromide","Br2Sr","[Br-].[Br-].[Sr+2]",247.43
25303,"(4aR,5aS,8aS,15bR)-2,4a,5,5a,6,7,8,13a,15,15a,15b,16-dodecahydro4,6-methanoindolo[3,2,1-ij]oxepino[2,3,4-de]pyrrolo[2,3-h]quinolin-6-ium-14-one;dihydrogen arsorate","C21H25AsN2O6","C1C[NH+]2CC3=CCOC4CC(=O)N5C6C4C3CC2C61C7=CC=CC=C75.O[As](=O)(O)[O-]",476.4
25304,"Strontium iodide","I2Sr","[Sr+2].[I-].[I-]",341.43
25305,"Methacrolein diacetate","C8H12O4","CC(=C)C(OC(=O)C)OC(=O)C",172.18
25306,"4-(Bis(2-chloroethyl)amino)benzeneacetic acid","C12H15Cl2NO2","C1=CC(=CC=C1CC(=O)O)N(CCCl)CCCl",276.16
25307,"Benzoic acid, 2-[[(2-carboxyphenyl)amino]sulfonyl]-5-[2-(4,5-dihydro-3-methyl-5-oxo-1-phenyl-1H-pyrazol-4-yl)diazenyl]-, sodium salt (1:2)","C24H17N5Na2O7S","CC1=NN(C(=O)C1N=NC2=CC(=C(C=C2)S(=O)(=O)NC3=CC=CC=C3C(=O)[O-])C(=O)[O-])C4=CC=CC=C4.[Na+].[Na+]",565.5
25308,"2-[(2-Carboxyphenyl)sulfamoyl]-5-[(3-methyl-5-oxo-1-phenyl-4,5-dihydro-1H-pyrazol-4-yl)diazenyl]benzoic acid","C24H19N5O7S","CC1=NN(C(=O)C1N=NC2=CC(=C(C=C2)S(=O)(=O)NC3=CC=CC=C3C(=O)O)C(=O)O)C4=CC=CC=C4",521.5
25309,"2-Dodecenoic acid, 7,11-dichloro-3,7,11-trimethyl-, methyl ester","C16H28Cl2O2","CC(=CC(=O)OC)CCCC(C)(CCCC(C)(C)Cl)Cl",323.3
25310,"L-Rhamnose","C6H12O5","CC1C(C(C(C(O1)O)O)O)O",164.16
25311,"Tridecanal","C13H26O","CCCCCCCCCCCCC=O",198.34
25312,"4-Heptanone, 2,6-bis(trifluoromethyl)-2,6-dihydroxy-1,1,1,7,7,7-hexafluoro-","C9H6F12O3","C(C(=O)CC(C(F)(F)F)(C(F)(F)F)O)C(C(F)(F)F)(C(F)(F)F)O",390.12
25313,"alpha-Methyl-alpha-acetyloxybenzeneacetic acid","C11H12O4","CC(=O)OC(C)(C1=CC=CC=C1)C(=O)O",208.21
25314,"N-Methyl-2-((o-methyl-alpha-phenylbenzyl)oxy)ethylamine hydrochloride","C17H22ClNO","CC1=CC=CC=C1C(C2=CC=CC=C2)OCC[NH2+]C.[Cl-]",291.8
25315,"Tofenacin","C17H21NO","CC1=CC=CC=C1C(C2=CC=CC=C2)OCCNC",255.35
25316,"1,6-Naphthalenediol, 2,5-bis((cyclohexylamino)methyl)-","C24H34N2O2","C1CCC(CC1)NCC2=C(C3=C(C=C2)C(=C(C=C3)O)CNC4CCCCC4)O",382.5
25317,"Tris(trimethylsilyl) phosphate","C9H27O4PSi3","C[Si](C)(C)OP(=O)(O[Si](C)(C)C)O[Si](C)(C)C",314.54
25318,"Acetic acid, diphenyl-, 2-(diethylamino)butyl ester, hydrochloride","C22H30ClNO2","CCC(COC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2)[NH+](CC)CC.[Cl-]",375.9
25319,"2-(Diethylamino)butyl diphenylacetate hydrochloride","C22H29NO2","CCC(COC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2)N(CC)CC",339.5
25320,"Di-tert-amyl peroxide","C10H22O2","CCC(C)(C)OOC(C)(C)CC",174.28
25321,"","C11H18N6S2","CC1=C([NH+](C=N1)C)CCC(=NN=C(N)S)C.C(#N)[S-]",298.4
25322,"","C10H17N5S","CC1=C(N(C=N1)C)CCC(=NN=C(N)S)C",239.34
25323,"4-Hydroxylaminoacetophenone","C8H9NO2","CC(=O)C1=CC=C(C=C1)NO",151.16
25324,"Decahydro-beta-naphthyl acetate","C12H20O2","CC(=O)OC1CCC2CCCCC2C1",196.29
25325,"2-Naphthalenol, decahydro-, 2-formate","C11H18O2","C1CCC2CC(CCC2C1)OC=O",182.26
25326,"(2-methylpropylideneamino) N-methylcarbamate","C6H12N2O2","CC(C)C=NOC(=O)NC",144.17
25327,"Acetic acid, diphenyl-, 1-((diethylamino)methyl)butyl ester, hydrochloride","C23H32ClNO2","CCCC(C[NH+](CC)CC)OC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2.[Cl-]",390.0
25328,"1-[(Diethylamino)methyl]butyl diphenylacetate hydrochloride","C23H31NO2","CCCC(CN(CC)CC)OC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2",353.5
25329,"1-(Diethylamino)butan-2-yl diphenylacetate--hydrogen chloride (1/1)","C22H30ClNO2","CCC(C[NH+](CC)CC)OC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2.[Cl-]",375.9
25330,"Ethyldiphacil","C22H29NO2","CCC(CN(CC)CC)OC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2",339.5
25331,"2-Aminoadamantane hydrochloride","C10H18ClN","C1C2CC3CC1CC(C2)C3N.Cl",187.71
25332,"2-Aminoadamantane","C10H17N","C1C2CC3CC1CC(C2)C3N",151.25
25333,"N-methyladamantan-2-amine hydrochloride","C11H20ClN","CNC1C2CC3CC(C2)CC1C3.Cl",201.73
25334,"N-methyladamantan-2-amine","C11H19N","CNC1C2CC3CC(C2)CC1C3",165.27
25335,"1-Aziridinepropionic acid, hexyl ester","C11H21NO2","CCCCCCOC(=O)CCN1CC1",199.29
25336,"beta-Alanine, N-carboxymethyl-N-nitro-","C5H8N2O6","C(CN(CC(=O)O)[N+](=O)[O-])C(=O)O",192.13
25337,"beta-Alanine, N,N'-(1,2-ethanediyl)bis(N-nitro-","C8H14N4O8","C(CN(CCN(CCC(=O)O)[N+](=O)[O-])[N+](=O)[O-])C(=O)O",294.22
25338,"Cyclopropanecarboxamide, N-acetyl-","C6H9NO2","CC(=O)NC(=O)C1CC1",127.14
25339,"2-Adamantanamine, N,N-dimethyl-, hydrochloride","C12H22ClN","CN(C)C1C2CC3CC(C2)CC1C3.Cl",215.76
25340,"2-N,N-dimethylaminoadamantane","C12H21N","CN(C)C1C2CC3CC(C2)CC1C3",179.30
25341,"Benzenepropanamine, alpha-(4-ethoxyphenyl)-N,N-diethyl-gamma-methyl-, hydrochloride (1:1)","C22H32ClNO","CC[NH+](CC)C(CC(C)C1=CC=CC=C1)C2=CC=C(C=C2)OCC.[Cl-]",361.9
25342,"1-(p-Ethoxyphenyl)-N,N-diethyl-3-phenylbutylamine","C22H31NO","CCN(CC)C(CC(C)C1=CC=CC=C1)C2=CC=C(C=C2)OCC",325.5
25343,"2-Furanpropylamine, tetrahydro-N-(2-diethylaminoethyl)-beta-(1-naphthylmethyl)-, bioxalate","C28H40N2O9","CC[NH+](CC)CC[NH2+]CC(CC1CCCO1)CC2=CC=CC3=CC=CC=C32.C(=O)(C(=O)[O-])O.C(=O)(C(=O)[O-])O",548.6
