"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
29601,"Carbanilic acid, m-phenoxy-, 2-piperidinoethyl ester, hydrochloride","C20H25ClN2O3","C1CC[NH+](CC1)CCOC(=O)NC2=CC(=CC=C2)OC3=CC=CC=C3.[Cl-]",376.9
29602,"2-piperidin-1-ylethyl N-(3-phenoxyphenyl)carbamate","C20H24N2O3","C1CCN(CC1)CCOC(=O)NC2=CC(=CC=C2)OC3=CC=CC=C3",340.4
29603,"Carbanilic acid, o-(benzyloxy)-, 2-piperidinoethyl ester, hydrochloride","C21H27ClN2O3","C1CC[NH+](CC1)CCOC(=O)NC2=CC=CC=C2OCC3=CC=CC=C3.[Cl-]",390.9
29604,"2-piperidin-1-ylethyl N-(2-phenylmethoxyphenyl)carbamate","C21H26N2O3","C1CCN(CC1)CCOC(=O)NC2=CC=CC=C2OCC3=CC=CC=C3",354.4
29605,"Carbanilic acid, m-(benzyloxy)-, 2-piperidinoethyl ester, hydrochloride","C21H27ClN2O3","C1CC[NH+](CC1)CCOC(=O)NC2=CC(=CC=C2)OCC3=CC=CC=C3.[Cl-]",390.9
29606,"2-piperidin-1-ylethyl N-(3-phenylmethoxyphenyl)carbamate","C21H26N2O3","C1CCN(CC1)CCOC(=O)NC2=CC(=CC=C2)OCC3=CC=CC=C3",354.4
29607,"Carbanilic acid, p-(benzyloxy)-, 2-piperidinoethyl ester, hydrochloride","C21H27ClN2O3","C1CC[NH+](CC1)CCOC(=O)NC2=CC=C(C=C2)OCC3=CC=CC=C3.[Cl-]",390.9
29608,"2-piperidin-1-ylethyl N-(4-phenylmethoxyphenyl)carbamate","C21H26N2O3","C1CCN(CC1)CCOC(=O)NC2=CC=C(C=C2)OCC3=CC=CC=C3",354.4
29609,"2,2'-Methylenebis(2-methyl-1,3-dithiolane)","C9H16S4","CC1(SCCS1)CC2(SCCS2)C",252.5
29610,"Hexahydro-2H-1,3,2lambda~4~-benzodioxathiol-2-one","C6H10O3S","C1CCC2C(C1)OS(=O)O2",162.21
29611,"3,5-LUTIDINE, 4-((p-(DIMETHYLAMINO)PHENYL)AZO)-, 1-OXIDE","C15H18N4O","CC1=C[N+](=CC(=C1N=NC2=CC=C(C=C2)N(C)C)C)[O-]",270.33
29612,"RO-5-6574 hydrochloride","C21H29ClN2O4","CCOC1=C(C=C(C=C1)C(=O)NCC2=CC=C(C=C2)OCC[NH2+]C)OCC.[Cl-]",408.9
29613,"","C15H14N2O2S2","C1=CC=C(C=C1)CN=C(S)SCC2=CC=C(C=C2)[N+](=O)[O-]",318.4
29614,"","C15H13ClN2O2S2","C1=CC=C(C=C1)CN=C(S)SCC2=C(C=C(C=C2)Cl)[N+](=O)[O-]",352.9
29615,"","C11H13NO2S2","CCOC(=O)SC(=NCC1=CC=CC=C1)S",255.4
