"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
10401,"epsilon-CAPROLACTONE","C6H10O2","C1CCC(=O)OCC1",114.14
10402,"Citronellic acid","C10H18O2","CC(CCC=C(C)C)CC(=O)O",170.25
10403,"Cyclooctanone","C8H14O","C1CCCC(=O)CCC1",126.20
10404,"Dixanthogen","C6H10O2S4","CCOC(=S)SSC(=S)OCC",242.4
10405,"5-Nonanone","C9H18O","CCCCC(=O)CCCC",142.24
10406,"Octamylamine","C13H29N","CC(C)CCCC(C)NCCC(C)C",199.38
10407,"7,11-Dimethyl-3-methylene-1,6,10-dodecatriene","C15H24","CC(=CCCC(=CCCC(=C)C=C)C)C",204.35
10408,"6,10,14-Trimethyl-2-pentadecanone","C18H36O","CC(C)CCCC(C)CCCC(C)CCCC(=O)C",268.5
10409,"Cyclopentadecanone","C15H28O","C1CCCCCCCC(=O)CCCCCC1",224.38
10410,"","C4H6FNaO2","C(CC(=O)[O-])CF.[Na+]",128.08
10411,"4-fluorobutanoic Acid","C4H7FO2","C(CC(=O)O)CF",106.10
10412,"","C4H7NaO3","C(CC(=O)[O-])CO.[Na+]",126.09
10413,"4-Hydroxybutyric Acid","C4H8O3","C(CC(=O)O)CO",104.10
10414,"Chlorazodine","C2H4Cl2N6","C(=NCl)(N)N=NC(=NCl)N",183.00
10415,"N,6-Dimethyl-2-heptanamine","C9H21N","CC(C)CCCC(C)NC",143.27
10416,"Malvalic acid","C18H32O2","CCCCCCCCC1=C(C1)CCCCCCC(=O)O",280.4
10417,"Phytomonic acid","C19H36O2","CCCCCCC1CC1CCCCCCCCCC(=O)O",296.5
10418,"1,2-Epoxy-3-fluoropropane","C3H5FO","C1C(O1)CF",76.07
10419,"Dimethylacetylene","C4H6","CC#CC",54.09
10420,"Acetonitrile, fluoro-","C2H2FN","C(C#N)F",59.04
10421,"Dimethyldiazene","C2H6N2","CN=NC",58.08
10422,"Azetidine","C3H7N","C1CNC1",57.09
10423,"Oxetane","C3H6O","C1COC1",58.08
10424,"N,N,N-Trimethylprop-2-en-1-aminium hydroxide","C6H15NO","C[N+](C)(C)CC=C.[OH-]",117.19
10425,"Allyl-trimethyl-ammonium","C6H14N+","C[N+](C)(C)CC=C",100.18
10426,"Diphosgene","C2Cl4O2","C(=O)(OC(Cl)(Cl)Cl)Cl",197.8
10427,"Methanedisulfonic acid","CH4O6S2","C(S(=O)(=O)O)S(=O)(=O)O",176.17
10428,"(+-)-Mevalonolactone","C6H10O3","CC1(CCOC(=O)C1)O",130.14
10429,"1-Chloro-3-methyl-2-butene","C5H9Cl","CC(=CCCl)C",104.58
10430,"Isovaleric Acid","C5H10O2","CC(C)CC(=O)O",102.13
10431,"Arsinous acid, As,As-dimethyl-, anhydride","C4H12As2O","C[As](C)O[As](C)C",225.98
10432,"","C3H4N2OS","C1C(=O)NC(=N1)S",116.14
10433,"1,3-Cyclohexanediol","C6H12O2","C1CC(CC(C1)O)O",116.16
10434,"1,3-Cyclohexanedione","C6H8O2","C1CC(=O)CC(=O)C1",112.13
10435,"1,3,5-Triazine-2,4-diamine","C3H5N5","C1=NC(=NC(=N1)N)N",111.11
10436,"Orcinol","C7H8O2","CC1=CC(=CC(=C1)O)O",124.14
10437,"","C4H4N2O2S","C1C(=O)NC(=NC1=O)S",144.15
10438,"Phorone","C9H14O","CC(=CC(=O)C=C(C)C)C",138.21
10439,"2-Aminopyridine","C5H6N2","C1=CC=NC(=C1)N",94.11
10440,"18-Pentatriacontanone","C35H70O","CCCCCCCCCCCCCCCCCC(=O)CCCCCCCCCCCCCCCCC",506.9
