"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
48501,"[3,5-Bis(dimethylcarbamoyloxy)phenyl]-trimethylazanium","C15H24N3O4+","CN(C)C(=O)OC1=CC(=CC(=C1)[N+](C)(C)C)OC(=O)N(C)C",310.37
48502,"Ammonium, diisopropyl((3-hydroxy-2-pyridyl)methyl)methyl-, bromide, dimethylcarbamate (ester)","C16H28BrN3O2","CC(C)[N+](C)(CC1=NC(=CC=C1)OC(=O)N(C)C)C(C)C.[Br-]",374.32
48503,"[6-(Dimethylcarbamoyloxy)-2-pyridinyl]methyl-methyl-di(propan-2-yl)azanium","C16H28N3O2+","CC(C)[N+](C)(CC1=NC(=CC=C1)OC(=O)N(C)C)C(C)C",294.41
48504,"Ammonium, dimethylethyl(5-hydroxy-m-tolyl)-, bromide","C11H18BrNO","CC[N+](C)(C)C1=CC(=CC(=C1)C)O.[Br-]",260.17
48505,"Ethyl-(3-hydroxy-5-methylphenyl)-dimethylazanium","C11H18NO+","CC[N+](C)(C)C1=CC(=CC(=C1)C)O",180.27
48506,"Ammonium, dimethylethyl(5-hydroxy-o-tolyl)-, bromide","C11H18BrNO","CC[N+](C)(C)C1=C(C=CC(=C1)O)C.[Br-]",260.17
48507,"Ethyl-(5-hydroxy-2-methylphenyl)-dimethylazanium","C11H18NO+","CC[N+](C)(C)C1=C(C=CC(=C1)O)C",180.27
48508,"Ammonium, dimethylethyl(3-hydroxy-p-tolyl)-, bromide","C11H18BrNO","CC[N+](C)(C)C1=CC(=C(C=C1)C)O.[Br-]",260.17
48509,"Ethyl-(3-hydroxy-4-methylphenyl)-dimethylazanium","C11H18NO+","CC[N+](C)(C)C1=CC(=C(C=C1)C)O",180.27
48510,"Ammonium, dimethyl(3-hydroxyphenyl)(p-nitrobenzyl)-, chloride","C15H17ClN2O3","C[N+](C)(CC1=CC=C(C=C1)[N+](=O)[O-])C2=CC(=CC=C2)O.[Cl-]",308.76
48511,"(3-Hydroxyphenyl)-dimethyl-[(4-nitrophenyl)methyl]azanium","C15H17N2O3+","C[N+](C)(CC1=CC=C(C=C1)[N+](=O)[O-])C2=CC(=CC=C2)O",273.31
48512,"Ammonium, (2,2-dimethyl-3-hydroxypropyl)triethyl-, bromide, tropate (ester)","C20H34BrNO3","CC[N+](CC)(CC)CC(C)(C)COC(=O)C(CO)C1=CC=CC=C1.[Br-]",416.4
48513,"Triethyl-[3-(3-hydroxy-2-phenylpropanoyl)oxy-2,2-dimethylpropyl]azanium","C20H34NO3+","CC[N+](CC)(CC)CC(C)(C)COC(=O)C(CO)C1=CC=CC=C1",336.5
48514,"Azoxybenzene, 5,5'-dichloro-2,2'-dimethyl-","C14H12Cl2N2O","CC1=C(C=C(C=C1)Cl)N=[N+](C2=C(C=CC(=C2)Cl)C)[O-]",295.2
48515,"","C21H29NO","CCCC1(CN(C1)C)C2CC=CC(=C2)OCCC3=CC=CC=C3",311.5
48516,"","C12H15N2NaO3S","CC(C1(C(=O)NC(=NC1=O)[O-])CC=C)SCC=C.[Na+]",290.32
48517,"5-Prop-2-enyl-5-(1-prop-2-enylsulfanylethyl)-1,3-diazinane-2,4,6-trione","C12H16N2O3S","CC(C1(C(=O)NC(=O)NC1=O)CC=C)SCC=C",268.33
48518,"","C11H13N2NaO2S","CC=CCC1(C(=NC(=NC1=O)S)[O-])CC=C.[Na+]",260.29
48519,"","C11H14N2O2S","CC=CCC1(C(=O)NC(=NC1=O)S)CC=C",238.31
48520,"Barbituric acid, 5-allyl-5-sec-butyl-1-methyl-","C12H18N2O3","CCC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C",238.28
48521,"","C11H15N2NaO3","CCCCC1(C(=O)NC(=NC1=O)[O-])CC=C.[Na+]",246.24
48522,"2,4,6(1H,3H,5H)-Pyrimidinetrione, 5-butyl-5-(2-propenyl)-","C11H16N2O3","CCCCC1(C(=O)NC(=O)NC1=O)CC=C",224.26
48523,"","C13H19N2NaO3S","CCCCSC(C)C1(C(=O)NC(=NC1=O)[O-])CC=C.[Na+]",306.36
48524,"5-(1-Butylsulfanylethyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione","C13H20N2O3S","CCCCSC(C)C1(C(=O)NC(=O)NC1=O)CC=C",284.38
48525,"","C13H19N2NaO3S","CCCCSCCC1(C(=O)NC(=NC1=O)[O-])CC=C.[Na+]",306.36
