"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
12201,"Diethyl 2-butenedioate","C8H12O4","CCOC(=O)C=CC(=O)OCC",172.18
12202,"Nonan-5-ol","C9H20O","CCCCC(CCCC)O",144.25
12203,"4-Decanone","C10H20O","CCCCCCC(=O)CCC",156.26
12204,"Diethyl azelate","C13H24O4","CCOC(=O)CCCCCCCC(=O)OCC",244.33
12205,"1,4-Diaminobenzene dihydrochloride","C6H10Cl2N2","C1=CC(=CC=C1N)N.Cl.Cl",181.06
12206,"Methyl valerate","C6H12O2","CCCCC(=O)OC",116.16
12207,"4-Iodotoluene","C7H7I","CC1=CC=C(C=C1)I",218.03
12208,"p-Diiodobenzene","C6H4I2","C1=CC(=CC=C1I)I",329.90
12209,"2-Methylbutyl Acetate","C7H14O2","CCC(C)COC(=O)C",130.18
12210,"Ethyl iso-amyl ketone","C8H16O","CCC(=O)CCC(C)C",128.21
12211,"Glycerol 1-mononitrate","C3H7NO5","C(C(CO[N+](=O)[O-])O)O",137.09
12212,"5-Methylhexan-2-one oxime","C7H15NO","CC(C)CCC(=NO)C",129.20
12213,"2-(1-Methylpropylidene)hydrazinecarboxamide","C5H11N3O","CCC(=NNC(=O)N)C",129.16
12214,"1,2,3-Trihydroxypropyl propanoate","C6H12O5","CCC(=O)OC(C(CO)O)O",164.16
12215,"Dimethyl but-2-enedioate","C6H8O4","COC(=O)C=CC(=O)OC",144.12
12216,"3-Nonanol","C9H20O","CCCCCCC(CC)O",144.25
12217,"Amyl propionate","C8H16O2","CCCCCOC(=O)CC",144.21
12218,"Ethyl(methyl)ammonium chloride","C3H10ClN","CC[NH2+]C.[Cl-]",95.57
12219,"N-Methylethylamine","C3H9N","CCNC",59.11
12220,"But-2-ene","C4H8","CC=CC",56.11
12221,"3-Chloro-1-propyne","C3H3Cl","C#CCCl",74.51
12222,"Propynal","C3H2O","C#CC=O",54.05
12223,"1,2-Difluoroethane","C2H4F2","C(CF)F",66.05
12224,"1,2-Diiodoethane","C2H4I2","C(CI)I",281.86
12225,"Iodoethanol","C2H5IO","C(CI)O",171.96
