"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
9501,"Urea, 3-(m-fluorophenyl)-1,1-dimethyl-","C9H11FN2O","CN(C)C(=O)NC1=CC(=CC=C1)F",182.19
9502,"Linuron","C9H10Cl2N2O2","CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC",249.09
9503,"Phenol, 3,5-bis(1-methylethyl)-, 1-(N-methylcarbamate)","C14H21NO2","CC(C)C1=CC(=CC(=C1)OC(=O)NC)C(C)C",235.32
9504,"2-Fluoro-N-phenylacetamide","C8H8FNO","C1=CC=C(C=C1)NC(=O)CF",153.15
9505,"Guanidine, 1-benzyl-1-methyl-, monohydrochloride","C9H14ClN3","CN(CC1=CC=CC=C1)C(=N)N.Cl",199.68
9506,"N-Benzyl-N-Methylguanidine","C9H13N3","CN(CC1=CC=CC=C1)C(=N)N",163.22
9507,"Nicarbazin","C19H18N6O6","CC1=CC(=NC(=O)N1)C.C1=CC(=CC=C1NC(=O)NC2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-]",426.4
9508,"2-Hydroxy-4,6-dimethylpyrimidine","C6H8N2O","CC1=CC(=NC(=O)N1)C",124.14
9509,"4,4'-Dinitrocarbanilide","C13H10N4O5","C1=CC(=CC=C1NC(=O)NC2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-]",302.24
9510,"Aniline, m-chloro-N-(2,2-difluoroethyl)-","C8H8ClF2N","C1=CC(=CC(=C1)Cl)NCC(F)F",191.60
9511,"Acetic acid, fluoro-, (2-ethylhexyl) ester","C10H19FO2","CCCCC(CC)COC(=O)CF",190.25
9512,"2'-Fluoro-4-dimethylaminoazobenzene","C14H14FN3","CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2F",243.28
9513,"Piperidine, 1-(2-phenylethyl)-","C13H19N","C1CCN(CC1)CCC2=CC=CC=C2",189.30
9514,"1,1-Dimethyl-3-(4-fluorophenyl)urea","C9H11FN2O","CN(C)C(=O)NC1=CC=C(C=C1)F",182.19
9515,"2-Fluoro-N-(4-methoxyphenyl)acetamide","C9H10FNO2","COC1=CC=C(C=C1)NC(=O)CF",183.18
9516,"4-[2-(3-Fluorophenyl)diazenyl]-N,N-dimethylbenzenamine","C14H14FN3","CN(C)C1=CC=C(C=C1)N=NC2=CC(=CC=C2)F",243.28
9517,"Octanoic acid, 8-fluoro-, (2-fluoroethyl) ester","C10H18F2O2","C(CCCC(=O)OCCF)CCCF",208.25
9518,"Octanoic acid, 8-fluoro-, ethyl ester","C10H19FO2","CCOC(=O)CCCCCCCF",190.25
9519,"2-Heptanone, 1,7-difluoro-","C7H12F2O","C(CCC(=O)CF)CCF",150.17
9520,"Methyl 6-fluorohexanoate","C7H13FO2","COC(=O)CCCCCF",148.18
9521,"Ethylenediamine Dihydrochloride","C2H10Cl2N2","C(CN)N.Cl.Cl",133.02
9522,"","CKNS","C(#N)[S-].[K+]",97.18
9523,"Ammonium, 2-fluoroethyltrimethyl-, bromide","C5H13BrFN","C[N+](C)(C)CCF.[Br-]",186.07
9524,"2-Fluoroethyl(trimethyl)azanium","C5H13FN+","C[N+](C)(C)CCF",106.16
9525,"1-Chloro-2-dichloroarsorylethene","C2H2AsCl3O","C(=C[As](=O)(Cl)Cl)Cl",223.31
9526,"Methyl triflate","C2H3F3O3S","COS(=O)(=O)C(F)(F)F",164.11
9527,"Octanoic acid, 3,3-dimethyl-8-fluoro-","C10H19FO2","CC(C)(CCCCF)CCC(=O)O",190.25
9528,"Flurothyl","C4H4F6O","C(C(F)(F)F)OCC(F)(F)F",182.06
9529,"AI 3-25713","C11H17OPS2","CCOCCP(=S)(C1=CC=C(C=C1)C)S",260.4
9530,"Octanoic acid, 8-fluoro-3-oxo-, ethyl ester","C10H17FO3","CCOC(=O)CC(=O)CCCCCF",204.24
9531,"6-Dodecanone, 1,12-difluoro-","C12H22F2O","C(CCCF)CCC(=O)CCCCCF",220.30
9532,"Putrescine Dihydrochloride","C4H14Cl2N2","C(CCN)CN.Cl.Cl",161.07
9533,"Bis(2-chloroethyl)amine","C4H9Cl2N","C(CCl)NCCCl",142.02
9534,"Heptanoic acid, 7-fluoro-","C7H13FO2","C(CCCF)CCC(=O)O",148.18
9535,"Acetic acid, 5-fluoropentyl ester","C7H13FO2","CC(=O)OCCCCCF",148.18
9536,"2-Decanone, 1-fluoro-","C10H19FO","CCCCCCCCC(=O)CF",174.26
9537,"Heptanonitrile, 7-fluoro-","C7H12FN","C(CCCF)CCC#N",129.18
9538,"2-Decanone, 10-fluoro-","C10H19FO","CC(=O)CCCCCCCCF",174.26
9539,"Spermidine trihydrochloride","C7H22Cl3N3","C(CCNCCCN)CN.Cl.Cl.Cl",254.6
9540,"Isothiocyanic acid, 6-fluorohexyl ester","C7H12FNS","C(CCCF)CCN=C=S",161.24
9541,"1-Fluorodecane","C10H21F","CCCCCCCCCCF",160.27
9542,"10-Fluoro-capric acid","C10H19FO2","C(CCCCC(=O)O)CCCCF",190.25
9543,"Decane, 1-bromo-10-fluoro-","C10H20BrF","C(CCCCCBr)CCCCF",239.17
9544,"Decane, 1-chloro-10-fluoro-","C10H20ClF","C(CCCCCCl)CCCCF",194.72
9545,"Decane, 1,10-difluoro-","C10H20F2","C(CCCCCF)CCCCF",178.26
9546,"Decanol, 10-fluoro-","C10H21FO","C(CCCCCF)CCCCO",176.27
9547,"Decanal, 10-fluoro-","C10H19FO","CCCCCCCCCC(=O)F",174.26
9548,"1-Fluorododecane","C12H25F","CCCCCCCCCCCCF",188.32
9549,"","C12H23FS","C(CCCCCC#S)CCCCCF",218.38
9550,"Diazomethane","CH2N2","C=[N+]=[N-]",42.040
9551,"Trifluoronitromethane","CF3NO2","C([N+](=O)[O-])(F)(F)F",115.011
9552,"1,1,2,2,3,3,4,4,5,5,6-Undecafluoro-6-(1,1,2,2,2-pentafluoroethyl)cyclohexane","C8F16","C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)F",400.06
9553,"Perfluoroheptane","C7F16","C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F",388.05
9554,"Perfluorooctanoic acid","C8HF15O2","C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O",414.07
9555,"Perfluorodecanoic acid","C10HF19O2","C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O",514.08
9556,"Heptafluorobutyranilide","C10H6F7NO","C1=CC=C(C=C1)NC(=O)C(C(C(F)(F)F)(F)F)(F)F",289.15
9557,"","C12H17N2NaO2S","CCCC(C)C1(C(=NC(=NC1=O)S)[O-])CC=C.[Na+]",276.33
9558,"Tetrapropylammonium tetrafluoroborate","C12H28BF4N","[B-](F)(F)(F)F.CCC[N+](CCC)(CCC)CCC",273.16
9559,"Tetrapropylammonium","C12H28N+","CCC[N+](CCC)(CCC)CCC",186.36
9560,"Mevinphos","C7H13O6P","CC(=CC(=O)OC)OP(=O)(OC)OC",224.15
9561,"2,3-Dichloro-1,1,1-trifluoropropane","C3H3Cl2F3","C(C(C(F)(F)F)Cl)Cl",166.95
9562,"(9R,11S)-9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one","C21H27FO5","CC12CC(C3(C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC43C)F)O",378.4
9563,"[2-[(9R,11S)-9-fluoro-11,17-dihydroxy-10,13-dimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] acetate","C23H29FO6","CC(=O)OCC(=O)C1(CCC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)O",420.5
9564,"Carbutamide","C11H17N3O3S","CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)N",271.34
9565,"Glymidine","C13H15N3O4S","COCCOC1=CN=C(N=C1)NS(=O)(=O)C2=CC=CC=C2",309.34
9566,"Ether, 2-fluoroethyl (1,2,2,2-tetrachloro)ethyl","C4H5Cl4FO","C(CF)OC(C(Cl)(Cl)Cl)Cl",229.9
9567,"Mecloqualone","C15H11ClN2O","CC1=NC2=CC=CC=C2C(=O)N1C3=CC=CC=C3Cl",270.71
9568,"Orphenadrine Hydrochloride","C18H24ClNO","CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C.Cl",305.8
9569,"H-Lys-Arg-Pro-Pro-Gly-Phe-Ser-Pro-Phe-Arg-OH; H-KRPPGFSPFR-OH","C56H85N17O12","C1CC(N(C1)C(=O)C2CCCN2C(=O)C(CCCN=C(N)N)NC(=O)C(CCCCN)N)C(=O)NCC(=O)NC(CC3=CC=CC=C3)C(=O)NC(CO)C(=O)N4CCCC4C(=O)NC(CC5=CC=CC=C5)C(=O)NC(CCCN=C(N)N)C(=O)O",1188.4
9570,"6-Methylmercaptopurine Riboside","C11H14N4O4S","CSC1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)O)O",298.32
9571,"D,L-Sarcolysin","C13H18Cl2N2O2","C1=CC=C(C(=C1)CC(C(=O)O)N)N(CCCl)CCCl",305.20
9572,"","C13H13ClN2O","CC1=C2C(=C3C=CC(=CC3=N2)OC)C=CN1.Cl",248.71
9573,"Carbamic acid, N-(alpha-naphthyl)-, 2-fluoroethyl ester","C13H12FNO2","C1=CC=C2C(=C1)C=CC=C2NC(=O)OCCF",233.24
9574,"N,N-Dimethyl-p-(2,4,6-trifluorophenylazo)aniline","C14H12F3N3","CN(C)C1=CC=C(C=C1)N=NC2=C(C=C(C=C2F)F)F",279.26
9575,"7-fluoro-N-2-acetylaminofluorene","C15H12FNO","CC(=O)NC1=CC2=C(C=C1)C3=C(C2)C=C(C=C3)F",241.26
9576,"5-Fluorogramine","C11H13FN2","CN(C)CC1=CNC2=C1C=C(C=C2)F",192.23
9577,"5-Fluorotryptophan, DL-","C11H11FN2O2","C1=CC2=C(C=C1F)C(=CN2)CC(C(=O)O)N",222.22
9578,"Bromopentafluorobenzene","C6BrF5","C1(=C(C(=C(C(=C1F)F)Br)F)F)F",246.96
9579,"Chloropentafluorobenzene","C6ClF5","C1(=C(C(=C(C(=C1F)F)Cl)F)F)F",202.51
9580,"Benzene, 1-(chloromethyl)-2-fluoro-","C7H6ClF","C1=CC=C(C(=C1)CCl)F",144.57
9581,"Pseudoephedrine Hydrochloride","C10H16ClNO","CC(C(C1=CC=CC=C1)O)NC.Cl",201.69
9582,"4,4'-Difluorobenzophenone","C13H8F2O","C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)F)F",218.20
9583,"1-Chloro-2-fluorobenzene","C6H4ClF","C1=CC=C(C(=C1)F)Cl",130.55
9584,"2-Fluoroaniline","C6H6FN","C1=CC=C(C(=C1)N)F",111.12
9585,"2-(Ethylamino)-1-(3-fluorophenyl)ethan-1-ol--hydrogen bromide (1/1)","C10H15BrFNO","CCNCC(C1=CC(=CC=C1)F)O.Br",264.13
9586,"2-(Ethylamino)-1-(3-fluorophenyl)ethanol","C10H14FNO","CCNCC(C1=CC(=CC=C1)F)O",183.22
9587,"N,N-Dimethyl-p-(2,5-difluorophenylazo)aniline","C14H13F2N3","CN(C)C1=CC=C(C=C1)N=NC2=C(C=CC(=C2)F)F",261.27
9588,"4-Fluorobenzenesulfonyl chloride","C6H4ClFO2S","C1=CC(=CC=C1F)S(=O)(=O)Cl",194.61
9589,"3-Acetylpyridine","C7H7NO","CC(=O)C1=CN=CC=C1",121.14
9590,"p-Fluoronitrobenzene","C6H4FNO2","C1=CC(=CC=C1[N+](=O)[O-])F",141.10
9591,"Benzyl fluoride","C7H7F","C1=CC=C(C=C1)CF",110.13
9592,"p-((3,5-Difluorophenyl)azo)-N,N-dimethylaniline","C14H13F2N3","CN(C)C1=CC=C(C=C1)N=NC2=CC(=CC(=C2)F)F",261.27
9593,"Acetamide, N-(4-bromophenyl)-2-fluoro-","C8H7BrFNO","C1=CC(=CC=C1NC(=O)CF)Br",232.05
9594,"N-(3-Fluorophenyl)acetamide","C8H8FNO","CC(=O)NC1=CC(=CC=C1)F",153.15
9595,"Acetamide, N-(3-(trifluoromethyl)phenyl)-","C9H8F3NO","CC(=O)NC1=CC=CC(=C1)C(F)(F)F",203.16
9596,"Aniline, N-(2,2,2-trifluoroethyl)-","C8H8F3N","C1=CC=C(C=C1)NCC(F)(F)F",175.15
9597,"ANILINE, p-((2,4-DIFLUOROPHENYL)AZO)-N,N-DIMETHYL-","C14H13F2N3","CN(C)C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)F)F",261.27
9598,"N,N-Dimethyl-p-(3,4-difluorophenylazo)aniline","C14H13F2N3","CN(C)C1=CC=C(C=C1)N=NC2=CC(=C(C=C2)F)F",261.27
9599,"2-(Diethylamino)ethyl (4-fluorophenoxy)acetate--hydrogen chloride (1/1)","C14H21ClFNO3","CCN(CC)CCOC(=O)COC1=CC=C(C=C1)F.Cl",305.77
9600,"2-(Diethylamino)ethyl (4-fluorophenoxy)acetate","C14H20FNO3","CCN(CC)CCOC(=O)COC1=CC=C(C=C1)F",269.31
