"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
22401,"Methiotriazamine","C12H17N5S","CC1(N=C(N=C(N1C2=CC=C(C=C2)SC)N)N)C",263.36
22402,"","C16H18NNaO3","COC1CC23C(=CCN2CCC4=C3C=C(OC4)[O-])C=C1.[Na+]",295.31
22403,"(1S,16R)-16-methoxy-5-oxa-10-azatetracyclo[8.7.0.01,13.02,7]heptadeca-2(7),3,12,14-tetraen-4-ol","C16H19NO3","COC1CC23C(=CCN2CCC4=C3C=C(OC4)O)C=C1",273.33
22404,"beta-Erythroidine methiodide","C17H22INO3","C[N+]12CCC3=C(C14CC(C=CC4=CC2)OC)CC(=O)OC3.[I-]",415.27
22405,"(1S,16R)-16-methoxy-10-methyl-5-oxa-10-azoniatetracyclo[8.7.0.01,13.02,7]heptadeca-2(7),12,14-trien-4-one","C17H22NO3+","C[N+]12CCC3=C(C14CC(C=CC4=CC2)OC)CC(=O)OC3",288.36
22406,"(-)-7R:9S-Cytisine hydrochloride","C11H15ClN2O","C1C2CNCC1C3=CC=CC(=O)[NH+]3C2.[Cl-]",226.70
22407,"1,2,3,4,5,6-hexahydro-1,5-methano-8H-pyrido(1,2-a)(1,5)diazocin-8-one","C11H14N2O","C1C2CNCC1C3=CC=CC(=O)N3C2",190.24
22408,"","C12H14ClN3","C1=CC=C2C(=C1)C=CC=C2CN=C([NH3+])N.[Cl-]",235.71
22409,"(1-Naphthylmethyl)guanidine","C12H13N3","C1=CC=C2C(=C1)C=CC=C2CN=C(N)N",199.25
22410,"Formamide, 2-piperidino-1-piperidinocarbonyl-","C12H21N3O2","C1CCN(CC1)C(=O)C(=O)NN2CCCCC2",239.31
22411,"Acetylthiocholine Chloride","C7H16ClNOS","CC(=O)SCC[N+](C)(C)C.[Cl-]",197.73
22412,"3-Oxaspiro(5,5)undecan-2-one","C10H16O2","C1CCC2(CC1)CCOC(=O)C2",168.23
22413,"7H-Benzo[c]fluoren-7-one","C17H10O","C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC=C4C3=O",230.26
22414,"3-Methyl-4-phenylbut-2-enoic acid","C11H12O2","CC(=CC(=O)O)CC1=CC=CC=C1",176.21
22415,"Diethylstilbestrol epoxide","C18H20O3","CCC1(C(O1)(CC)C2=CC=C(C=C2)O)C3=CC=C(C=C3)O",284.3
22416,"1-Naphthalenamine, 4-(2-(4-aminophenyl)diazenyl)-","C16H14N4","C1=CC=C2C(=C1)C(=CC=C2N=NC3=CC=C(C=C3)N)N",262.31
22417,"Disperse dye (C.I. 11230)","C18H19N5O3","CC1=C(C=CC(=C1)N(CCC#N)CCO)N=NC2=CC=C(C=C2)[N+](=O)[O-]",353.4
22418,"","C14H8N2Na2O6","C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)O)C(=O)[O-])C(=O)[O-])O.[Na+].[Na+]",346.20
22419,"Olsalazine","C14H10N2O6","C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)O)C(=O)O)C(=O)O)O",302.24
22420,"Cyclophosphamide Monohydrate","C7H17Cl2N2O3P","C1CNP(=O)(OC1)N(CCCl)CCCl.O",279.10
22421,"Hexamethylene diammoniumdichloride","C6H18Cl2N2","C(CCC[NH3+])CC[NH3+].[Cl-].[Cl-]",189.12
22422,"[(2R,8R,10R,17S)-8-acetyloxy-11-ethyl-5,7,14-trihydroxy-6,16,18-trimethoxy-13-(methoxymethyl)-11-azoniahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-4-yl] benzoate chloride","C34H48ClNO11","CC[NH+]1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC.[Cl-]",682.2
22423,"[(2R,8R,10R,17S)-8-acetyloxy-11-ethyl-5,7,14-trihydroxy-6,16,18-trimethoxy-13-(methoxymethyl)-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-4-yl] benzoate","C34H47NO11","CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC",645.7
22424,"Pipazethate Hydrochloride","C21H26ClN3O3S","C1CCN(CC1)CCOCCOC(=O)N2C3=CC=CC=C3SC4=C2N=CC=C4.Cl",436.0
22425,"Pipazethate","C21H25N3O3S","C1CCN(CC1)CCOCCOC(=O)N2C3=CC=CC=C3SC4=C2N=CC=C4",399.5
