"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
41401,"4,4-Dihydroxybut-2-enoic acid","C4H6O4","C(=CC(=O)O)C(O)O",118.09
41402,"2H-1,3-Benzoxazine, 3,4-dihydro-8-ethoxy-3-(2-phenylethyl)-","C18H21NO2","CCOC1=CC=CC2=C1OCN(C2)CCC3=CC=CC=C3",283.4
41403,"N-((p-Chlorophenyl)thio)-N-methyl-N'-2,4-xylylformamidine","C16H17ClN2S","CC1=CC(=C(C=C1)N=CN(C)SC2=CC=C(C=C2)Cl)C",304.8
41404,"2,2',3,4,5-Pentachlorobiphenyl","C12H5Cl5","C1=CC=C(C(=C1)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl",326.4
41405,"","C25H40O6","CCC=CCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)C)OC(=O)C",436.6
41406,"5,5-Dimethylhexanal","C8H16O","CC(C)(C)CCCC=O",128.21
41407,"Nitrilotri(ethane-2,1-diyl) tricarbamimidothioate--hydrogen chloride (1/4)","C9H25Cl4N7S3","C(CSC(=[NH2+])N)[NH+](CCSC(=[NH2+])N)CCSC(=[NH2+])N.[Cl-].[Cl-].[Cl-].[Cl-]",469.4
41408,"2-[2-[Bis(2-carbamimidoylsulfanylethyl)amino]ethyl]isothiourea","C9H21N7S3","C(CSC(=N)N)N(CCSC(=N)N)CCSC(=N)N",323.5
41409,"","C17H15ClNNaO3","C1=CC=C(C=C1)CC(=O)NC(CC2=CC=C(C=C2)Cl)C(=O)[O-].[Na+]",339.7
41410,"N-Phenylacetyl-p-chlorophenylalanine, DL-","C17H16ClNO3","C1=CC=C(C=C1)CC(=O)NC(CC2=CC=C(C=C2)Cl)C(=O)O",317.8
41411,"","C14H17ClNNaO4","CC(C)COC(=O)NC(CC1=CC=C(C=C1)Cl)C(=O)[O-].[Na+]",321.73
41412,"3-(4-Chlorophenyl)-2-(2-methylpropoxycarbonylamino)propanoic acid","C14H18ClNO4","CC(C)COC(=O)NC(CC1=CC=C(C=C1)Cl)C(=O)O",299.75
