"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
14501,"Furan, 2-(bromomethyl)tetrahydro-","C5H9BrO","C1CC(OC1)CBr",165.03
14502,"Methylenecyclohexane","C7H12","C=C1CCCCC1",96.17
14503,"4,5-Dichloro-1,2-dithiol-3-one","C3Cl2OS2","C1(=C(SSC1=O)Cl)Cl",187.1
14504,"1-Methyl-1H-pyrrole-2-carbaldehyde","C6H7NO","CN1C=CC=C1C=O",109.13
14505,"2-Acetylfuran","C6H6O2","CC(=O)C1=CC=CO1",110.11
14506,"N,N'-Diethyleneurea","C5H8N2O","C1CN1C(=O)N2CC2",112.13
14507,"1,1'-Sulfinylbis(aziridine)","C4H8N2OS","C1CN1S(=O)N2CC2",132.19
14508,"5-Methyl-2-formylpyrrole","C6H7NO","CC1=CC=C(N1)C=O",109.13
14509,"Phenyl mercuric bromide","C6H5BrHg","C1=CC=C(C=C1)[Hg]Br",357.60
14510,"4-Aminothiophenol","C6H7NS","C1=CC(=CC=C1N)S",125.19
14511,"3-Methyl-2-cyclohexen-1-one","C7H10O","CC1=CC(=O)CCC1",110.15
14512,"6-Hydroxy-4-pyrimidinone","C4H4N2O2","C1=C(N=CNC1=O)O",112.09
14513,"3,4-Dichloro-2,5-dihydro-1H-pyrrole-2,5-dione","C4HCl2NO2","C1(=C(C(=O)NC1=O)Cl)Cl",165.96
14514,"2-Acetyl-5-Methylfuran","C7H8O2","CC1=CC=C(O1)C(=O)C",124.14
14515,"(2-Methylcyclohexyl)methanol","C8H16O","CC1CCCCC1CO",128.21
14516,"Methyl phenyl sulfoxide","C7H8OS","CS(=O)C1=CC=CC=C1",140.20
14517,"4-Fluorobenzonitrile","C7H4FN","C1=CC(=CC=C1C#N)F",121.11
14518,"5-Methyl-5-nitro-1,3-dioxane","C5H9NO4","CC1(COCOC1)[N+](=O)[O-]",147.13
14519,"2-Methoxy-5-methylphenol","C8H10O2","CC1=CC(=C(C=C1)OC)O",138.16
14520,"Citiolone","C6H9NO2S","CC(=O)NC1CCSC1=O",159.21
14521,"3-Azoniabicyclo(3.2.2)nonane, 3-methyl-, iodide","C9H18IN","C[NH+]1CC2CCC(C1)CC2.[I-]",267.15
14522,"3-Azabicyclo[3.2.2]nonane, N-methyl-","C9H17N","CN1CC2CCC(C1)CC2",139.24
14523,"Aniline, N-(2-fluoroethyl)-, hydrochloride","C8H11ClFN","C1=CC=C(C=C1)[NH2+]CCF.[Cl-]",175.63
14524,"N-(2-fluoroethyl)aniline","C8H10FN","C1=CC=C(C=C1)NCCF",139.17
