"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
25101,"Benzyl alcohol, alpha-(butylaminomethyl)-3,4-dihydroxy-","C12H19NO3","CCCCNCC(C1=CC(=C(C=C1)O)O)O",225.28
25102,"Norsolorinic acid","C20H18O7","CCCCCC(=O)C1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=C(C=C3O)O)O",370.4
25103,"Tert-butyl-[2-(3,4-dihydroxyphenyl)-2-hydroxyethyl]azanium acetate","C14H23NO5","CC(=O)[O-].CC(C)(C)[NH2+]CC(C1=CC(=C(C=C1)O)O)O",285.34
25104,"Colterol","C12H19NO3","CC(C)(C)NCC(C1=CC(=C(C=C1)O)O)O",225.28
25105,"Isoquino(2,1-d)(1,4)benzodiazepin-6(7H)-one, 5,9,10,14b-tetrahydro-2-chloro-5-(3-(dimethylamino)propyl)-","C22H26ClN3O","CN(C)CCCN1C(=O)CN2CCC3=CC=CC=C3C2C4=C1C=CC(=C4)Cl",383.9
25106,"2-Methoxyethyl cyanoacetate","C6H9NO3","COCCOC(=O)CC#N",143.14
25107,"3-Ethyl-2-[5-(3-ethyl-7-methyl-1,3-benzothiazol-2(3H)-ylidene)penta-1,3-dien-1-yl]-7-methyl-1,3-benzothiazol-3-ium iodide","C25H27IN2S2","CCN1C2=CC=CC(=C2SC1=CC=CC=CC3=[N+](C4=CC=CC(=C4S3)C)CC)C.[I-]",546.5
25108,"3-Ethyl-2-[5-(3-ethyl-7-methyl-1,3-benzothiazol-3-ium-2-yl)penta-2,4-dienylidene]-7-methyl-1,3-benzothiazole","C25H27N2S2+","CCN1C2=CC=CC(=C2SC1=CC=CC=CC3=[N+](C4=CC=CC(=C4S3)C)CC)C",419.6
25109,"2-(Decyloxy)-N-(2-(1-pyrrolidinyl)ethyl)benzamide","C23H38N2O2","CCCCCCCCCCOC1=CC=CC=C1C(=O)NCCN2CCCC2",374.6
25110,"N-phenyl-3-(3,4,5-trimethoxyphenyl)prop-2-enamide","C18H19NO4","COC1=CC(=CC(=C1OC)OC)C=CC(=O)NC2=CC=CC=C2",313.3
25111,"Benzoic acid, 4-(2-ethoxybenzamido)-, 2-(diethylamino)ethyl ester","C22H28N2O4","CCN(CC)CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2OCC",384.5
25112,"N-Hexylbutanamide","C10H21NO","CCCCCCNC(=O)CCC",171.28
25113,"N-Hexylhexanamide","C12H25NO","CCCCCCNC(=O)CCCCC",199.33
25114,"Isoquinoline, 3,4-dihydro-6,7-dimethoxy-1-(o-fluorobenzyl)-, hydrobromide","C18H19BrFNO2","COC1=C(C=C2C(=C1)CC[NH+]=C2CC3=CC=CC=C3F)OC.[Br-]",380.3
