"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
24301,"Methanone, 1,1'-(1,3-phenylene)bis[1-(2-methyl-1-aziridinyl)-","C14H16N2O2","CC1CN1C(=O)C2=CC(=CC=C2)C(=O)N3CC3C",244.29
24302,"3-Methyl-1,4-benzoxazin-2-one","C9H7NO2","CC1=NC2=CC=CC=C2OC1=O",161.16
24303,"1,3,4-Oxadiazol-2-amine, N,N-diethyl-5-phenyl-, hydrochloride (1:1)","C12H16ClN3O","CC[NH+](CC)C1=NN=C(O1)C2=CC=CC=C2.[Cl-]",253.73
24304,"N,N-diethyl-5-phenyl-1,3,4-oxadiazol-2-amine","C12H15N3O","CCN(CC)C1=NN=C(O1)C2=CC=CC=C2",217.27
24305,"delta(sup 2)-1,3,4-Oxadiazoline, 2-(1-ethylpropyl)-5-imino-, hydrochloride","C7H14ClN3O","CCC(CC)C1N=NC(=[NH2+])O1.[Cl-]",191.66
24306,"2-pentan-3-yl-2H-1,3,4-oxadiazol-5-imine","C7H13N3O","CCC(CC)C1N=NC(=N)O1",155.20
24307,"1,3,4-Oxadiazole, 2-(chloroacetamido)-5-phenyl-","C10H8ClN3O2","C1=CC=C(C=C1)C2=NN=C(O2)CNC(=O)Cl",237.64
24308,"2-(Chloromethyl)-2-propenenitrile","C4H4ClN","C=C(CCl)C#N",101.53
24309,"2-Ethylhexyl thioglycolate","C10H20O2S","CCCCC(CC)COC(=O)CS",204.33
24310,"Beta-D-Fructopyranose","C6H12O6","C1C(C(C(C(O1)(CO)O)O)O)O",180.16
24311,"7-Ethylquinoline","C11H11N","CCC1=CC2=C(C=CC=N2)C=C1",157.21
24312,"5-Methylquinoline","C10H9N","CC1=C2C=CC=NC2=CC=C1",143.18
24313,"Alanine, N-benzyloxycarbonyl-3-phenyl-, cyanomethyl ester, L-","C19H18N2O4","C1=CC=C(C=C1)CC(C(=O)OCC#N)NC(=O)OCC2=CC=CC=C2",338.4
24314,"2-((1,1-Dimethylethoxy)methyl)oxirane","C7H14O2","CC(C)(C)OCC1CO1",130.18
24315,"Hexylamine, N,1-dimethyl-N-2-propynyl-","C11H21N","CCCCCC(C)N(C)CC#C",167.29
24316,"","C10H12N5O7P","C1C2C(C(C(O2)N3C=NC4=C3NC(=NC4=O)N)O)OP(=O)(O1)O",345.21
24317,"Cyclohexane, 1,2,3-trimethyl-, cis-1,2,trans-1,3-","C9H18","CC1CCCC(C1C)C",126.24
24318,"Hexacontane","C60H122","CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC",843.6
24319,"2-Nitrobenzenesulfenyl chloride","C6H4ClNO2S","C1=CC=C(C(=C1)[N+](=O)[O-])SCl",189.62
24320,"Benzenemethanamine, N,N-bis(phenylmethyl)-, hydrochloride (1:1)","C21H22ClN","C1=CC=C(C=C1)C[NH+](CC2=CC=CC=C2)CC3=CC=CC=C3.[Cl-]",323.9
24321,"Tribenzylamine","C21H21N","C1=CC=C(C=C1)CN(CC2=CC=CC=C2)CC3=CC=CC=C3",287.4
24322,"Trichloromelamine","C3H3Cl3N6","C1(=NC(=NC(=N1)NCl)NCl)NCl",229.45
24323,"Benzimidazole, 2-((2-aminoethyl)thio)-, dihydrobromide","C9H13Br2N3S","C1=CC=C2C(=C1)NC(=[NH+]2)SCC[NH3+].[Br-].[Br-]",355.10
24324,"2-((1H-benzo[d]imidazol-2-yl)thio)ethanamine","C9H11N3S","C1=CC=C2C(=C1)NC(=N2)SCCN",193.27
24325,"L-Arginine, L-aspartate","C10H21N5O6","C(CC(C(=O)O)N)CN=C(N)N.C(C(C(=O)O)N)C(=O)O",307.30
