"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
35901,"Carbanilic acid, 6-chloro-2-methyl-, N-propyl-3-piperidinyl ester","C16H23ClN2O2","CCCN1CCCC(C1)OC(=O)NC2=C(C=CC=C2Cl)C",310.82
35902,"Carbanilic acid, 2,6-dimethyl-, N-isopropyl-3-piperidinyl ester, hydrochloride","C17H27ClN2O2","CC1=C(C(=CC=C1)C)NC(=O)OC2CCC[NH+](C2)C(C)C.[Cl-]",326.9
35903,"(1-propan-2-ylpiperidin-3-yl) N-(2,6-dimethylphenyl)carbamate","C17H26N2O2","CC1=C(C(=CC=C1)C)NC(=O)OC2CCCN(C2)C(C)C",290.4
35904,"1-(Propan-2-yl)piperidin-3-yl hydrogen (2-chloro-6-methylphenyl)carbonimidate--hydrogen chloride (1/1)","C16H24Cl2N2O2","CC1=C(C(=CC=C1)Cl)NC(=O)OC2CCC[NH+](C2)C(C)C.[Cl-]",347.3
35905,"(1-propan-2-ylpiperidin-3-yl) N-(2-chloro-6-methylphenyl)carbamate","C16H23ClN2O2","CC1=C(C(=CC=C1)Cl)NC(=O)OC2CCCN(C2)C(C)C",310.82
35906,"1-tert-Butylpiperidin-3-yl hydrogen (2,6-dimethylphenyl)carbonimidate","C18H28N2O2","CC1=C(C(=CC=C1)C)NC(=O)OC2CCCN(C2)C(C)(C)C",304.4
35907,"Carbanilic acid, 6-chloro-2-methyl-, N-tert-butyl-3-piperidinyl ester, hydrochloride","C17H26Cl2N2O2","CC1=C(C(=CC=C1)Cl)NC(=O)OC2CCC[NH+](C2)C(C)(C)C.[Cl-]",361.3
35908,"(1-tert-butylpiperidin-3-yl) N-(2-chloro-6-methylphenyl)carbamate","C17H25ClN2O2","CC1=C(C(=CC=C1)Cl)NC(=O)OC2CCCN(C2)C(C)(C)C",324.8
35909,"HS 37","C17H25ClN2O2","CCCCN1CCCC(C1)OC(=O)NC2=C(C=CC=C2Cl)C",324.8
35910,"Carbanilic acid, 2,6-dimethyl-, N-butyl-3-piperidinyl ester, hydrochloride","C18H29ClN2O2","CCCC[NH+]1CCCC(C1)OC(=O)NC2=C(C=CC=C2C)C.[Cl-]",340.9
35911,"(1-butylpiperidin-3-yl) N-(2,6-dimethylphenyl)carbamate","C18H28N2O2","CCCCN1CCCC(C1)OC(=O)NC2=C(C=CC=C2C)C",304.4
35912,"1-Methylpiperidin-3-yl hydrogen (2-methylphenyl)carbonimidate","C14H20N2O2","CC1=CC=CC=C1NC(=O)OC2CCCN(C2)C",248.32
35913,"Isoquinoline, 1,2,3,4-tetrahydro-2-benzyl-6,7-dimethoxy-, hydrobromide","C18H22BrNO2","COC1=C(C=C2C[NH+](CCC2=C1)CC3=CC=CC=C3)OC.[Br-]",364.3
35914,"2-Benzyl-6,7-dimethoxy-1,2,3,4-tetrahydroisoquinoline","C18H21NO2","COC1=C(C=C2CN(CCC2=C1)CC3=CC=CC=C3)OC",283.4
