"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
4501,"Nitidine","C21H18NO4+","C[N+]1=CC2=CC(=C(C=C2C3=C1C4=CC5=C(C=C4C=C3)OCO5)OC)OC",348.4
4502,"2-[2-[2-[2-[bis(carboxylatomethyl)amino]-5-[hydroxy-(6-nitro-1,3-benzodioxol-5-yl)methyl]phenoxy]ethoxy]-N-(carboxylatomethyl)-4-methylanilino]acetate","C31H27N3O15-4","CC1=CC(=C(C=C1)N(CC(=O)[O-])CC(=O)[O-])OCCOC2=C(C=CC(=C2)C(C3=CC4=C(C=C3[N+](=O)[O-])OCO4)O)N(CC(=O)[O-])CC(=O)[O-]",681.6
4503,"Nitr 5","C31H31N3O15","CC1=CC(=C(C=C1)N(CC(=O)O)CC(=O)O)OCCOC2=C(C=CC(=C2)C(C3=CC4=C(C=C3[N+](=O)[O-])OCO4)O)N(CC(=O)O)CC(=O)O",685.6
4504,"tetrasodium;2-[2-[2-[5-[1,3-benzodioxol-5-yl(hydroxy)methyl]-2-[bis(carboxylatomethyl)amino]phenoxy]cyclopentyl]oxy-N-(carboxylatomethyl)-4-methylanilino]acetate","C34H32N2Na4O13","CC1=CC(=C(C=C1)N(CC(=O)[O-])CC(=O)[O-])OC2CCCC2OC3=C(C=CC(=C3)C(C4=CC5=C(C=C4)OCO5)O)N(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Na+]",768.6
4505,"2-[2-[2-[5-[1,3-benzodioxol-5-yl(hydroxy)methyl]-2-[bis(carboxymethyl)amino]phenoxy]cyclopentyl]oxy-N-(carboxymethyl)-4-methylanilino]acetic acid","C34H36N2O13","CC1=CC(=C(C=C1)N(CC(=O)O)CC(=O)O)OC2CCCC2OC3=C(C=CC(=C3)C(C4=CC5=C(C=C4)OCO5)O)N(CC(=O)O)CC(=O)O",680.7
4506,"Nitrazepam","C15H11N3O3","C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3",281.27
4507,"Nitrendipine","C18H20N2O6","CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C",360.4
4508,"2-[2-Methoxy-4-[3-methoxy-4-[5-(4-methylphenyl)-3-(4-nitrophenyl)tetrazol-2-ium-2-yl]phenyl]phenyl]-3-(4-nitrophenyl)-5-phenyltetrazol-2-ium","C41H32N10O6+2","CC1=CC=C(C=C1)C2=NN([N+](=N2)C3=C(C=C(C=C3)C4=CC(=C(C=C4)[N+]5=NC(=NN5C6=CC=C(C=C6)[N+](=O)[O-])C7=CC=CC=C7)OC)OC)C8=CC=C(C=C8)[N+](=O)[O-]",760.8
4509,"Furantoin","C8H6N4O5","C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]",238.16
4510,"Nitroglycerin","C3H5N3O9","C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-]",227.09
4511,"3,5-Dinitrobenzamide","C7H5N3O5","C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)N",211.13
4512,"","C5FeN6O-6","[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.[Fe]",215.94
4513,"Nizatidine","C12H21N5O2S2","CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C",331.5
4514,"Nizofenone","C21H21ClN4O3","CCN(CC)CC1=NC=CN1C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)C3=CC=CC=C3Cl",412.9
4515,"NO 711","C21H22N2O3","C1CN(CC(=C1)C(=O)O)CCON=C(C2=CC=CC=C2)C3=CC=CC=C3",350.4
4516,"1-Hydroxy-2-oxo-3-(N-ethyl-2-aminoethyl)-3-ethyl-1-triazene","C6H16N4O2","CC[NH2+]CCN(CC)N(N=O)[O-]",176.22
4517,"N-[ethyl-[2-(ethylamino)ethyl]amino]-N-oxidonitrous amide","C6H15N4O2-","CCNCCN(CC)N(N=O)[O-]",175.21
4518,"Deta/NO","C4H13N5O2","C(CN(CCN)N(N=O)[O-])[NH3+]",163.18
4519,"N-[bis(2-aminoethyl)amino]-N-oxidonitrous amide","C4H12N5O2-","C(CN(CCN)N(N=O)[O-])N",162.17
4520,"3-[[Nitroso(oxido)amino]-propan-2-ylamino]propylazanium","C6H16N4O2","CC(C)N(CCC[NH3+])N(N=O)[O-]",176.22
4521,"N-[3-aminopropyl(propan-2-yl)amino]-N-oxidonitrous amide","C6H15N4O2-","CC(C)N(CCCN)N(N=O)[O-]",175.21
4522,"Methyl-[3-[methyl-[nitroso(oxido)amino]amino]propyl]azanium","C5H14N4O2","C[NH2+]CCCN(C)N(N=O)[O-]",162.19
4523,"N-[methyl-[3-(methylamino)propyl]amino]-N-oxidonitrous amide","C5H13N4O2-","CNCCCN(C)N(N=O)[O-]",161.18
4524,"6-(2-hydroxy-1-methyl-2-nitrosohydrazino)-N-methyl-1-hexanamine","C8H20N4O2","C[NH2+]CCCCCCN(C)N(N=O)[O-]",204.27
4525,"N-[methyl-[6-(methylamino)hexyl]amino]-N-oxidonitrous amide","C8H19N4O2-","CNCCCCCCN(C)N(N=O)[O-]",203.26
4526,"Nogalomycin","C39H49NO16","CC1C(C(C(C(O1)OC2CC(C(C3=CC4=C(C(=C23)O)C(=O)C5=C(C=C6C(=C5C4=O)OC7C(C(C(C6(O7)C)O)N(C)C)O)O)C(=O)OC)(C)O)OC)(C)OC)OC",787.8
4527,"5-(Hydroxymethyl)-5,6,7,8-tetrahydrotetrazolo[1,5-a]pyridine-6,7,8-triol","C6H10N4O4","C(C1C(C(C(C2=NN=NN12)O)O)O)O",202.17
4528,"Nomifensine","C16H18N2","CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3",238.33
