"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
30201,"2-Propenal, 3-chloro-(9CI)","C3H3ClO","C(=CCl)C=O",90.51
30202,"2-(Phenylsulfonyl)ethanol","C8H10O3S","C1=CC=C(C=C1)S(=O)(=O)CCO",186.23
30203,"Acetophenone, 2-(benzyl(2-pyridyl)amino)-2-phenyl-, hydrochloride","C26H23ClN2O","C1=CC=C(C=C1)C[NH+](C2=CC=CC=N2)C(C3=CC=CC=C3)C(=O)C4=CC=CC=C4.[Cl-]",414.9
30204,"2-[Benzyl(pyridin-2-yl)amino]-1,2-diphenylethanone","C26H22N2O","C1=CC=C(C=C1)CN(C2=CC=CC=N2)C(C3=CC=CC=C3)C(=O)C4=CC=CC=C4",378.5
30205,"Benzoic acid, 2,6-dichloro-4-hydroxy-3,5-dimethoxy-","C9H8Cl2O5","COC1=C(C(=C(C(=C1Cl)C(=O)O)Cl)OC)O",267.06
30206,"Acetamide, N-(2,5-dimethylpyrrol-1-yl)-2-(dipropylamino)-","C14H25N3O","CCCN(CCC)CC(=O)NN1C(=CC=C1C)C",251.37
30207,"tetrahydro-4,6,6-trimethyl-2H-pyran-2-one","C8H14O2","CC1CC(=O)OC(C1)(C)C",142.20
30208,"N,N'-Bis(2,4,6-trichlorophenyl)urea","C13H6Cl6N2O","C1=C(C=C(C(=C1Cl)NC(=O)NC2=C(C=C(C=C2Cl)Cl)Cl)Cl)Cl",418.9
30209,"Nitric acid, hexyl ester","C6H13NO3","CCCCCCO[N+](=O)[O-]",147.17
30210,"1,2,3-Trimethoxypropane","C6H14O3","COCC(COC)OC",134.17
30211,"CID 30211","C20H29NO","CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)N)C)C",299.4
30212,"Methyl (2,6-dimethylphenyl)carbamate","C10H13NO2","CC1=C(C(=CC=C1)C)NC(=O)OC",179.22
30213,"Ethyl diisopropylcarbamate","C9H19NO2","CCOC(=O)N(C(C)C)C(C)C",173.25
30214,"4,5-Dimethyloxazole","C5H7NO","CC1=C(OC=N1)C",97.12
30215,"2,4,5-Trimethyloxazole","C6H9NO","CC1=C(OC(=N1)C)C",111.14
30216,"Carbanilic acid, o-chloro-, methyl ester","C8H8ClNO2","COC(=O)NC1=CC=CC=C1Cl",185.61
30217,"3-Methyl-9-(2-(6-methylpyridin-3-yl)ethyl)-2,3,4,5-tetrahydro-1H-pyrido(4,3-b)indole","C20H23N3","CC1CC2=C(CN1)C3=C(C=CC=C3N2)CCC4=CN=C(C=C4)C",305.4
30218,"Indole, 3-((dimethylamino)methyl)-2,5-dimethyl-1-(2-(6-methyl-3-pyridyl)ethyl)-","C21H27N3","CC1=CC2=C(C=C1)N(C(=C2CN(C)C)C)CCC3=CN=C(C=C3)C",321.5
30219,"(+-)-Cannabichromene","C21H30O2","CCCCCC1=CC(=C2C=CC(OC2=C1)(C)CCC=C(C)C)O",314.5
30220,"1-(1-Ethoxyethoxy)propane","C7H16O2","CCCOC(C)OCC",132.20
30221,"2-[3-Chloro-5-(1-ethylnaphtho[1,2-d][1,3]thiazol-2(1H)-ylidene)penta-1,3-dien-1-yl]-1-ethylnaphtho[1,2-d][1,3]thiazol-1-ium iodide","C31H26ClIN2S2","CCN1C(=CC=C(C=CC2=[N+](C3=C(S2)C=CC4=CC=CC=C43)CC)Cl)SC5=C1C6=CC=CC=C6C=C5.[I-]",653.0
30222,"2-[3-Chloro-5-(1-ethylbenzo[e][1,3]benzothiazol-1-ium-2-yl)penta-2,4-dienylidene]-1-ethylbenzo[e][1,3]benzothiazole","C31H26ClN2S2+","CCN1C(=CC=C(C=CC2=[N+](C3=C(S2)C=CC4=CC=CC=C43)CC)Cl)SC5=C1C6=CC=CC=C6C=C5",526.1
30223,"Butyranilide, N-(3-(dimethylamino)propyl)-2',6'-dimethyl-2-ethyl-","C19H32N2O","CCC(CC)C(=O)N(CCCN(C)C)C1=C(C=CC=C1C)C",304.5
30224,"N-[3-(dimethylamino)propyl]-N-[4-butoxy-2,6-dimethylphenyl]-3-phenylpropenamide","C26H36N2O2","CCCCOC1=CC(=C(C(=C1)C)N(CCCN(C)C)C(=O)C=CC2=CC=CC=C2)C",408.6
