"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
19701,"N1,N2-Dimethyl-N1,N2-dinitroso-1,2-hydrazinedicarboxamide","C4H8N6O4","CN(C(=O)NNC(=O)N(C)N=O)N=O",204.14
19702,"1-Nitroso-2-imidazolidinone","C3H5N3O2","C1CN(C(=O)N1)N=O",115.09
19703,"4H-1-Benzopyran-2-carboxanilide, 4-oxo-4'-sulfamoyl-","C16H12N2O5S","C1=CC=C2C(=C1)C(=O)C=C(O2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)N",344.3
19704,"Teroxalene Hydrochloride","C28H42Cl2N2O","CCC(C)(C)C1=CC=C(C=C1)OCCCCCCN2CCN(CC2)C3=CC(=C(C=C3)C)Cl.Cl",493.5
19705,"Teroxalene","C28H41ClN2O","CCC(C)(C)C1=CC=C(C=C1)OCCCCCCN2CCN(CC2)C3=CC(=C(C=C3)C)Cl",457.1
19706,"2,4-Diethyl-6-(methylsulfanyl)-1,3,5-triazine","C8H13N3S","CCC1=NC(=NC(=N1)SC)CC",183.28
19707,"2,3-Hexanedione","C6H10O2","CCCC(=O)C(=O)C",114.14
19708,"Diphenyl N-phenylphosphoramidate","C18H16NO3P","C1=CC=C(C=C1)NP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3",325.3
19709,"3,3-Dimethylbutylamine","C6H15N","CC(C)(C)CCN",101.19
19710,"Methyl 3-methoxypropionate","C5H10O3","COCCC(=O)OC",118.13
19711,"3-Nonanone, 6,6-dimethyl-7-(dimethylamino)-","C13H27NO","CCC(C(C)(C)CCC(=O)CC)N(C)C",213.36
19712,"Ent 25868","C6H14NO4PS3","COP(=S)(OC)SCSCCOC(=O)N",291.4
19713,"Ent 27179","C10H22NO4PS3","CCNC(=O)OCCSCSP(=S)(OC)OC(C)C",347.5
19714,"Ammonium, (4-(2-oxo-1-pyrrolidinyl)-2-butynyl)trimethyl-, iodide","C11H19IN2O","C[N+](C)(C)CCC#CN1CCCC1=O.[I-]",322.19
19715,"Trimethyl-[4-(2-oxopyrrolidin-1-yl)but-3-ynyl]azanium","C11H19N2O+","C[N+](C)(C)CCC#CN1CCCC1=O",195.28
19716,"Oxotremorine 1","C11H18N2O","CC(=O)N(C)CC#CCN1CCCC1",194.27
19717,"Acetamide, N-(4-(dimethylamino)-2-butynyl)-N-methyl-, oxalate (1:1)","C11H18N2O5","CC(=O)N(C)CC#CCN(C)C.C(=O)(C(=O)O)O",258.27
19718,"N-(4-Dimethylamino-but-2-ynyl)-N-methyl-acetamide","C9H16N2O","CC(=O)N(C)CC#CCN(C)C",168.24
19719,"N-methylacetamide-oxotremorine M","C10H19IN2O","CC(=O)N(C)CC#CC[N+](C)(C)C.[I-]",310.18
19720,"4-[Acetyl(methyl)amino]but-2-ynyl-trimethylazanium","C10H19N2O+","CC(=O)N(C)CC#CC[N+](C)(C)C",183.27
19721,"Ammonium, trimethyl(4-(trimethylureido)-2-butynyl)-, iodide","C11H22IN3O","CN(C)C(=O)N(C)CC#CC[N+](C)(C)C.[I-]",339.22
19722,"4-[Dimethylcarbamoyl(methyl)amino]but-2-ynyl-trimethylazanium","C11H22N3O+","CN(C)C(=O)N(C)CC#CC[N+](C)(C)C",212.31
