"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
42501,"","C22H26ClN3O2","COC1=CC(=C(C=C1C(=O)NC2CCN(CC2)CC=CC3=CC=CC=C3)Cl)N",399.9
42502,"","C24H28ClN3O6","COC1=CC(=C(C=C1C(=O)NC2CC[NH+](CC2)CC3=CC=CC=C3)Cl)N.C(=CC(=O)[O-])C(=O)O",489.9
42503,"Clebopride hydrogen malate","C24H30ClN3O7","COC1=CC(=C(C=C1C(=O)NC2CC[NH+](CC2)CC3=CC=CC=C3)Cl)N.C(C(C(=O)[O-])O)C(=O)O",508.0
42504,"Furalaxyl","C17H19NO4","CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)C2=CC=CO2",301.34
42505,"Indole, 1-(bis(2-(diethylamino)ethyl)amino)-3-phenyl-, dihydrochloride","C26H40Cl2N4","CC[NH+](CC)CCN(CC[NH+](CC)CC)N1C=C(C2=CC=CC=C21)C3=CC=CC=C3.[Cl-].[Cl-]",479.5
42506,"N'-[2-(diethylamino)ethyl]-N,N-diethyl-N'-(3-phenylindol-1-yl)ethane-1,2-diamine","C26H38N4","CCN(CC)CCN(CCN(CC)CC)N1C=C(C2=CC=CC=C21)C3=CC=CC=C3",406.6
42507,"Indole, 1-((3-(dimethylamino)propyl)methylamino)-3-phenyl-, hydrochloride","C20H26ClN3","C[NH+](C)CCCN(C)N1C=C(C2=CC=CC=C21)C3=CC=CC=C3.[Cl-]",343.9
42508,"N,N,N'-trimethyl-N'-(3-phenylindol-1-yl)propane-1,3-diamine","C20H25N3","CN(C)CCCN(C)N1C=C(C2=CC=CC=C21)C3=CC=CC=C3",307.4
42509,"1,2-Ethanediamine, N1,N1,N2-trimethyl-N2-(3-phenyl-1H-indol-1-yl)-, hydrochloride (1:1)","C19H24ClN3","C[NH+](C)CCN(C)N1C=C(C2=CC=CC=C21)C3=CC=CC=C3.[Cl-]",329.9
42510,"Binedaline","C19H23N3","CN(C)CCN(C)N1C=C(C2=CC=CC=C21)C3=CC=CC=C3",293.4
42511,"Indole, 1-((2-(diethylamino)ethyl)methylamino)-3-phenyl-, hydrochloride","C21H28ClN3","CC[NH+](CC)CCN(C)N1C=C(C2=CC=CC=C21)C3=CC=CC=C3.[Cl-]",357.9
42512,"N',N'-diethyl-N-methyl-N-(3-phenylindol-1-yl)ethane-1,2-diamine","C21H27N3","CCN(CC)CCN(C)N1C=C(C2=CC=CC=C21)C3=CC=CC=C3",321.5
42513,"N~1~-(5-Chloro-3-phenyl-1H-indol-1-yl)-N~1~,N~3~,N~3~-trimethylpropane-1,3-diamine--hydrogen chloride (1/1)","C20H25Cl2N3","C[NH+](C)CCCN(C)N1C=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3.[Cl-]",378.3
42514,"N'-(5-chloro-3-phenylindol-1-yl)-N,N,N'-trimethylpropane-1,3-diamine","C20H24ClN3","CN(C)CCCN(C)N1C=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3",341.9
42515,"Indole, 5-chloro-3-(p-chlorophenyl)-1-((3-(dimethylamino)propyl)methylamino)-, hydrochloride","C20H24Cl3N3","C[NH+](C)CCCN(C)N1C=C(C2=C1C=CC(=C2)Cl)C3=CC=C(C=C3)Cl.[Cl-]",412.8
