"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
10201,"(3aS,5aS,9bS)-3,5a,9-trimethyl-3a,4,5,9b-tetrahydro-3H-benzo[g][1]benzofuran-2,8-dione","C15H18O3","CC1C2CCC3(C=CC(=O)C(=C3C2OC1=O)C)C",246.30
10202,"Cerapp_53193","C27H48","CC(C)CCCC(C)C1CCC2C1(CCC3C2CCC4C3(CCCC4)C)C",372.7
10203,"(3S,5S,8R,9S,10S,13S,14S)-3-hydroxy-10,13-dimethylperhydrocyclopenta[a]phen anthren-17-one","C19H30O2","CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O",290.4
10204,"Epitestosterone","C19H28O2","CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C",288.4
10205,"Plumbagin","C11H8O3","CC1=CC(=O)C2=C(C1=O)C=CC=C2O",188.18
10206,"Cepharanthine","C37H38N2O6","CN1CCC2=CC3=C(C4=C2C1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)CC7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3",606.7
10207,"Aloe emodin","C15H10O5","C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)CO",270.24
10208,"Chrysophanol","C15H10O4","CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O",254.24
10209,"Menadiol","C11H10O2","CC1=C(C2=CC=CC=C2C(=C1)O)O",174.20
10210,"Diphenic acid","C14H10O4","C1=CC=C(C(=C1)C2=CC=CC=C2C(=O)O)C(=O)O",242.23
10211,"(+)-Byakangelicin","C17H18O7","CC(C)(C(COC1=C2C(=C(C3=C1OC(=O)C=C3)OC)C=CO2)O)O",334.3
10212,"Imperatorin","C16H14O4","CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C",270.28
10213,"1,2-Diaminocyclohexane-N,N,N',N'-tetraacetic acid","C14H22N2O8","C1CCC(C(C1)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O",346.33
10214,"3'-Phosphoadenosine 5'-phosphosulfate","C10H15N5O13P2S","C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N",507.27
10215,"Indigo","C16H10N2O2","C1=CC=C2C(=C1)C(=C(N2)C3=NC4=CC=CC=C4C3=O)O",262.26
10216,"Methyl 16-methyl-17-oxa-3,13-diazapentacyclo[11.8.0.02,10.04,9.015,20]henicosa-4,6,8,18-tetraene-19-carboxylate","C21H26N2O3","CC1C2CN3CCC4C(C3CC2C(=CO1)C(=O)OC)NC5=CC=CC=C45",354.4
10217,"Dihydroberberine","C20H19NO4","COC1=C(C2=C(C=C1)C=C3C4=CC5=C(C=C4CCN3C2)OCO5)OC",337.4
10218,"(1R)-1-[[(3R,11bS)-3-ethyl-9,10-dimethoxy-2,3,4,6,7,11b-hexahydro-1H-benzo[a]quinolizin-2-yl]methyl]-7-methoxy-1,2,3,4-tetrahydroisoquinolin-6-ol","C28H38N2O4","CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)O)OC)OC)OC",466.6
10219,"Emetine","C29H40N2O4","CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC",480.6
10220,"3,9,10-Trimethoxy-6,8,13,13A-Tetrahydro-5H-Isoquinolino(2,1-B)Isoquinolin-2-Ol","C20H23NO4","COC1=C(C2=C(CC3C4=CC(=C(C=C4CCN3C2)OC)O)C=C1)OC",341.4
10221,"2-Hydroxy-3-methyl-1,4-naphthoquinone","C11H8O3","CC1=C(C2=CC=CC=C2C(=O)C1=O)O",188.18
10222,"Retene","C18H18","CC1=C2C=CC3=C(C2=CC=C1)C=CC(=C3)C(C)C",234.3
10223,"Naphthalene, 1,2,3,5,6,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-, (1S-cis)-","C15H24","CC1=CC2C(CCC(=C2CC1)C)C(C)C",204.35
10224,"Calamenene (mixed isomers)","C15H22","CC1CCC(C2=C1C=CC(=C2)C)C(C)C",202.33
10225,"Cadalene","C15H18","CC1=CC2=C(C=CC(=C2C=C1)C)C(C)C",198.30
10226,"Flavianic acid","C10H6N2O8S","C1=CC2=C(C=C1S(=O)(=O)O)C(=C(C=C2[N+](=O)[O-])[N+](=O)[O-])O",314.23
10227,"Kokusaginine","C14H13NO4","COC1=C(C=C2C(=C1)C(=C3C=COC3=N2)OC)OC",259.26
10228,"Osthol","C15H16O3","CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C",244.28
10229,"9-Phenanthrol","C14H10O","C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)O",194.23
10230,"Dihydralazine","C8H10N6","C1=CC=C2C(=C1)C(=NN=C2NN)NN",190.21
10231,"Dillapiol","C12H14O4","COC1=C(C2=C(C=C1CC=C)OCO2)OC",222.24
10232,"2,4,5-Triphenylimidazole","C21H16N2","C1=CC=C(C=C1)C2=C(N=C(N2)C3=CC=CC=C3)C4=CC=CC=C4",296.4
10233,"1-((3-Hydroxy-4-methoxyphenyl)methyl)-6-methoxy-2-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol","C19H23NO4","CN1CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)O)O)OC",329.4
10234,"Binapacryl","C15H18N2O6","CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])OC(=O)C=C(C)C",322.31
10235,"Cytisine","C11H14N2O","C1C2CNCC1C3=CC=CC(=O)N3C2",190.24
10236,"Ninhydrin","C9H6O4","C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O",178.14
10237,"Bicuculline","C20H17NO6","CN1CCC2=CC3=C(C=C2C1C4C5=C(C6=C(C=C5)OCO6)C(=O)O4)OCO3",367.4
10238,"Adenosine 5'-Phosphosulfate","C10H14N5O10PS","C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)O)O)N",427.29
10239,"Oxycinchophen","C16H11NO3","C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2O)C(=O)O",265.26
10240,"Captodiame","C21H29NS2","CCCCSC1=CC=C(C=C1)C(C2=CC=CC=C2)SCCN(C)C",359.6
