"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
23501,"Ketone, morpholino(7,8,9,10-tetrahydro-11-(6H-cyclohepta(b)quinolinyl))","C19H22N2O2","C1CCC2=C(C3=CC=CC=C3N=C2CC1)C(=O)N4CCOCC4",310.4
23502,"1-Hexene, 5,5-dimethyl-","C8H16","CC(C)(C)CCC=C",112.21
23503,"4-Isopropylbiphenyl","C15H16","CC(C)C1=CC=C(C=C1)C2=CC=CC=C2",196.29
23504,"1,4-Butanediol, 1,4-dicarbamate","C6H12N2O4","C(CCOC(=O)N)COC(=O)N",176.17
23505,"N-Ethyl-N-nitroethanamine","C4H10N2O2","CCN(CC)[N+](=O)[O-]",118.13
23506,"N-Nitropiperidine","C5H10N2O2","C1CCN(CC1)[N+](=O)[O-]",130.15
23507,"2-(4,5-Dimethyl-1,3-dioxolan-2-yl)phenyl methylcarbamate","C13H17NO4","CC1C(OC(O1)C2=CC=CC=C2OC(=O)NC)C",251.28
23508,"Metoquizine","C22H27N5O","CC1=CC(=NN1C(=O)NC2CC3C(CC4=CN(C5=CC=CC3=C45)C)N(C2)C)C",377.5
23509,"Amiquinsin Hydrochloride","C11H15ClN2O3","COC1=CC2=C(C=CN=C2C=C1OC)N.O.Cl",258.70
23510,"Amiquinsin","C11H12N2O2","COC1=CC2=C(C=CN=C2C=C1OC)N",204.22
23511,"Pyrazole-1-carboxamide, N-(4-ethyl-4,6,6a,7,8,9,10,10a-octahydro-7-methylindolo[4,3-fg]quinolin-9-yl)-3,5-dimethyl-","C23H29N5O","CCN1C=C2CC3C(CC(CN3C)NC(=O)N4C(=CC(=N4)C)C)C5=C2C1=CC=C5",391.5
23512,"Flumetramide","C11H10F3NO2","C1C(OCC(=O)N1)C2=CC=C(C=C2)C(F)(F)F",245.20
23513,"","C20H24N2O5","CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=NOCC(=O)O)CC4",372.4
23514,"Dibutylamine, hexafluoroarsenate(1-)","C8H20AsF6N","CCCC[NH2+]CCCC.F[As-](F)(F)(F)(F)F",319.16
23515,"Hexafluoroarsenate","AsF6-","F[As-](F)(F)(F)(F)F",188.91201
23516,"Ammonium, pentamethylenebis(triethyl-, dibromide","C17H40Br2N2","CC[N+](CC)(CC)CCCCC[N+](CC)(CC)CC.[Br-].[Br-]",432.3
23517,"Triethyl-[5-(triethylazaniumyl)pentyl]azanium","C17H40N2+2","CC[N+](CC)(CC)CCCCC[N+](CC)(CC)CC",272.5
23518,"Methyl Pentadecanoate","C16H32O2","CCCCCCCCCCCCCCC(=O)OC",256.42
23519,"Acridine, 9-amino-4,5-dimethyl-","C15H14N2","CC1=C2C(=CC=C1)C(=C3C=CC=C(C3=N2)C)N",222.28
23520,"9-Amino-2-hydroxyacridine","C13H10N2O","C1=CC=C2C(=C1)C(=C3C=C(C=CC3=N2)O)N",210.23
23521,"Acridine, 9-heptylamino-","C20H24N2","CCCCCCCNC1=C2C=CC=CC2=NC3=CC=CC=C31",292.4
23522,"","C13H9NO","C1=CC=C2C(=C1)C=C3C=CC(=O)C=C3N2",195.22
23523,"1,1'-Thiobis(cyclohexane)","C12H22S","C1CCC(CC1)SC2CCCCC2",198.37
23524,"Heptacosanoic acid","C27H54O2","CCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O",410.7
23525,"Ammonium, (3-hydroxy-p-tolyl)trimethyl-, iodide, methylcarbamate","C12H19IN2O2","CC1=C(C=C(C=C1)[N+](C)(C)C)OC(=O)NC.[I-]",350.20
23526,"Trimethyl-[4-methyl-3-(methylcarbamoyloxy)phenyl]azanium","C12H19N2O2+","CC1=C(C=C(C=C1)[N+](C)(C)C)OC(=O)NC",223.29
23527,"4-(Aminomethyl)piperidine","C6H14N2","C1CNCCC1CN",114.19
23528,"2,3-Dimethyl-2-hexene","C8H16","CCCC(=C(C)C)C",112.21
23529,"Arsonium, (3-aminophenyl)trimethyl-, chloride","C9H15AsClN","C[As+](C)(C)C1=CC=CC(=C1)N.[Cl-]",247.59
23530,"(3-Aminophenyl)trimethylarsonium","C9H15AsN+","C[As+](C)(C)C1=CC=CC(=C1)N",212.14
23531,"octane, 2,3-dimethyl-(8ci)","C10H22","CCCCCC(C)C(C)C",142.28
23532,"4-Chloro-5-methyl-2-nitrophenol","C7H6ClNO3","CC1=CC(=C(C=C1Cl)[N+](=O)[O-])O",187.58
23533,"Indeno(1,2,3-de)isoquinoline","C15H9N","C1=CC=C2C(=C1)C3=CC=CC4=CN=CC2=C43",203.24
23534,"Cyclamen aldehyde diethyl acetal","C17H28O2","CCOC(C(C)CC1=CC=C(C=C1)C(C)C)OCC",264.4
23535,"Linalyl anthranilate","C17H23NO2","CC(=CCCC(C)(C=C)OC(=O)C1=CC=CC=C1N)C",273.37
23536,"4-Chloro-3-methylaniline","C7H8ClN","CC1=C(C=CC(=C1)N)Cl",141.60
