"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
17101,"N,N-Dimethyl-4-phenylazo-o-anisidine","C15H17N3O","CN(C)C1=C(C=C(C=C1)N=NC2=CC=CC=C2)OC",255.31
17102,"N-hydroxy-2-acetylaminophenanthrene","C16H13NO2","CC(=O)N(C1=CC2=C(C=C1)C3=CC=CC=C3C=C2)O",251.28
17103,"Amo-1618","C19H31ClN2O2","CC1=CC(=C(C=C1[N+](C)(C)C)C(C)C)OC(=O)N2CCCCC2.[Cl-]",354.9
17104,"Trimethyl-[2-methyl-4-[oxo(1-piperidinyl)methoxy]-5-propan-2-ylphenyl]ammonium","C19H31N2O2+","CC1=CC(=C(C=C1[N+](C)(C)C)C(C)C)OC(=O)N2CCCCC2",319.5
17105,"5-Bromoindole-2,3-dione 3-hydrazone","C8H6BrN3O","C1=CC2=C(C=C1Br)C(=C(N2)O)N=N",240.06
17106,"L-Fucose","C6H12O5","CC1C(C(C(C(O1)O)O)O)O",164.16
17107,"2,3,5,6-Tetrachloro-4-nitroanisole","C7H3Cl4NO3","COC1=C(C(=C(C(=C1Cl)Cl)[N+](=O)[O-])Cl)Cl",290.9
17108,"","C8H4Cl3NaO2","C1=CC(=C(C(=C1Cl)CC(=O)[O-])Cl)Cl.[Na+]",261.5
17109,"Chinomethionat","C10H6N2OS2","CC1=CC2=C(C=C1)N=C3C(=N2)SC(=O)S3",234.3
17110,"Dodine","C15H33N3O2","CCCCCCCCCCCCN=C(N)N.CC(=O)O",287.44
17111,"2-(Dimethylamino)ethyl acrylate","C7H13NO2","CN(C)CCOC(=O)C=C",143.18
17112,"Glyphosine","C4H11NO8P2","C(C(=O)O)N(CP(=O)(O)O)CP(=O)(O)O",263.08
17113,"Drometrizole","C13H11N3O","CC1=CC(=C(C=C1)O)N2N=C3C=CC=CC3=N2",225.25
17114,"Butanoic acid;phenylmercury","C10H13HgO2","CCCC(=O)O.C1=CC=C(C=C1)[Hg]",365.80
17115,"Chloropropylmercury","C3H7ClHg","CCC[Hg]Cl",279.13
17116,"Ethylmercury;phosphoric acid","C4H13Hg2O4P","CC[Hg].CC[Hg].OP(=O)(O)O",557.30
17117,"Ethyl mercury","C2H5Hg","CC[Hg]",229.65
17118,"Fenyripol Hydrochloride","C12H14ClN3O","C1=CC=C(C=C1)C(CNC2=NC=CC=N2)O.Cl",251.71
17119,"Fenyripol","C12H13N3O","C1=CC=C(C=C1)C(CNC2=NC=CC=N2)O",215.25
17120,"3-Chlorocyclohexene","C6H9Cl","C1CC=CC(C1)Cl",116.59
17121,"1-Octen-3-yl acetate","C10H18O2","CCCCCC(C=C)OC(=O)C",170.25
17122,"Benzoxazole, 2,2'-o-phenylenebis-","C20H12N2O2","C1=CC=C(C(=C1)C2=NC3=CC=CC=C3O2)C4=NC5=CC=CC=C5O4",312.3
17123,"p-Nitrophenyl o-tolyl ether","C13H11NO3","CC1=CC=CC=C1OC2=CC=C(C=C2)[N+](=O)[O-]",229.23
17124,"o-Chlorophenylacetic acid","C8H7ClO2","C1=CC=C(C(=C1)CC(=O)O)Cl",170.59
17125,"9-Vinylanthracene","C16H12","C=CC1=C2C=CC=CC2=CC3=CC=CC=C31",204.27
17126,"4,4'-Dichlorodiphenyl ether","C12H8Cl2O","C1=CC(=CC=C1OC2=CC=C(C=C2)Cl)Cl",239.09
17127,"bisphenol a disodium salt","C15H14Na2O2","CC(C)(C1=CC=C(C=C1)[O-])C2=CC=C(C=C2)[O-].[Na+].[Na+]",272.25
17128,"Bis(dimethylthiocarbamylthio)methyl arsine","C7H15AsN2S4","CN(C)C(=S)S[As](C)SC(=S)N(C)C",330.4
17129,"2-Methylbutyl 2-methylbutyrate","C10H20O2","CCC(C)COC(=O)C(C)CC",172.26
17130,"Methylcoumarin (mixed isomers)","C10H8O2","CC1=CC2=CC=CC=C2OC1=O",160.17
17131,"7-Methylcoumarin","C10H8O2","CC1=CC2=C(C=C1)C=CC(=O)O2",160.17
17132,"4-Hexylphenol","C12H18O","CCCCCCC1=CC=C(C=C1)O",178.27
17133,"24-Methyl-5,7,18,20-tetraoxa-24-azoniahexacyclo[11.11.0.02,10.04,8.014,22.017,21]tetracosa-1(24),3,8,11,13,15,17(21),22-octaene","C20H16NO4+","C[N+]1=C2C3C=C4C(=CC3C=CC2=C5C=CC6=C(C5=C1)OCO6)OCO4",334.3
17134,"Sulfadoxine","C12H14N4O4S","COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N",310.33
17135,"9-Azabicyclo(3.3.1)nonan-3-alpha-ol, 9-methyl-7-beta-phenyl-, acetate (ester), hydrochloride","C17H24ClNO2","CC(=O)OC1CC2CC(CC(C1)[NH+]2C)C3=CC=CC=C3.[Cl-]",309.8
17136,"(9-Methyl-7-phenyl-9-azabicyclo[3.3.1]nonan-3-yl) acetate","C17H23NO2","CC(=O)OC1CC2CC(CC(C1)N2C)C3=CC=CC=C3",273.37
17137,"9-Azabicyclo(3.3.1)nonane, 3-beta-phenyl-9-benzyl-, hydrochloride","C21H26ClN","C1CC2CC(CC(C1)[NH+]2CC3=CC=CC=C3)C4=CC=CC=C4.[Cl-]",327.9
17138,"9-Benzyl-3-phenyl-9-azabicyclo[3.3.1]nonane","C21H25N","C1CC2CC(CC(C1)N2CC3=CC=CC=C3)C4=CC=CC=C4",291.4
17139,"1'-(4-(4-Fluorophenyl)-4-oxobutyl)(1,4'-bipiperidine)-4'-carboxamide dihydrochloride","C21H32Cl2FN3O2","C1CC[NH+](CC1)C2(CC[NH+](CC2)CCCC(=O)C3=CC=C(C=C3)F)C(=O)N.[Cl-].[Cl-]",448.4
17140,"Prop-1-yn-1-amine","C3H5N","CC#CN",55.08
17141,"4-(2-Hydroxypropan-2-yl)-1-methylcyclohexan-1-ol--water (1/1)","C10H22O3","CC1(CCC(CC1)C(C)(C)O)O.O",190.28
17142,"Triglycidyl isocyanurate","C12H15N3O6","C1C(O1)CN2C(=O)N(C(=O)N(C2=O)CC3CO3)CC4CO4",297.26
17143,"1,3-Propanediol, 1,3-dibenzoate","C17H16O4","C1=CC=C(C=C1)C(=O)OCCCOC(=O)C2=CC=CC=C2",284.31
17144,"Zinc Laurate","C24H46O4Zn","CCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCC(=O)[O-].[Zn+2]",464.0
17145,"beta-Diethylaminoethyl p-(dimethylaminomethyleneamino)benzoate dihydrochloride","C16H27Cl2N3O2","CC[NH+](CC)CCOC(=O)C1=CC=C(C=C1)N=C[NH+](C)C.[Cl-].[Cl-]",364.3
