"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
49301,"5-Isopentyl-5-(2-methyl-2-propenyl)barbituric acid","C13H20N2O3","CC(C)CCC1(C(=O)NC(=O)NC1=O)CC(=C)C",252.31
49302,"","C13H19N2NaO3","CC(C)CCC1(C(=O)NC(=NC1=O)[O-])C(C)C=C.[Na+]",274.29
49303,"5-But-3-en-2-yl-5-(3-methylbutyl)-1,3-diazinane-2,4,6-trione","C13H20N2O3","CC(C)CCC1(C(=O)NC(=O)NC1=O)C(C)C=C",252.31
49304,"Barbituric acid, 5-isopentyl-5-vinyl-","C11H16N2O3","CC(C)CCC1(C(=O)NC(=O)NC1=O)C=C",224.26
49305,"4,6-Dihydroxy-5-methyl-5-(prop-1-en-2-yl)pyrimidin-2(5H)-one","C8H10N2O3","CC(=C)C1(C(=O)NC(=O)NC1=O)C",182.18
49306,"Barbituric acid, 5-isopropenyl-5-pentyl-","C12H18N2O3","CCCCCC1(C(=O)NC(=O)NC1=O)C(=C)C",238.28
49307,"Barbituric acid, 5-isopropenyl-5-propyl-","C10H14N2O3","CCCC1(C(=O)NC(=O)NC1=O)C(=C)C",210.23
49308,"5-But-3-en-2-yl-5-propan-2-yl-1,3-diazinane-2,4,6-trione","C11H16N2O3","CC(C)C1(C(=O)NC(=O)NC1=O)C(C)C=C",224.26
49309,"","C11H15N2NaO3","CC(C)C1(C(=O)NC(=NC1=O)[O-])CC(=C)C.[Na+]",246.24
49310,"5-(2-Methylprop-2-enyl)-5-propan-2-yl-1,3-diazinane-2,4,6-trione","C11H16N2O3","CC(C)C1(C(=O)NC(=O)NC1=O)CC(=C)C",224.26
49311,"5-pentyl-5-(propan-2-yl)pyrimidine-2,4,6(1H,3H,5H)-trione","C12H20N2O3","CCCCCC1(C(=O)NC(=O)NC1=O)C(C)C",240.30
49312,"Isopropylpropenylbarbitursaure","C10H14N2O3","CC=CC1(C(=O)NC(=O)NC1=O)C(C)C",210.23
49313,"5-(2-Methylbutyl)-5-(2-methylprop-2-enyl)-1,3-diazinane-2,4,6-trione","C13H20N2O3","CCC(C)CC1(C(=O)NC(=O)NC1=O)CC(=C)C",252.31
49314,"","C13H19N2NaO3","CCCC(C)C1(C(=O)NC(=NC1=O)[O-])CC(=C)C.[Na+]",274.29
49315,"5-(2-Methylprop-2-enyl)-5-pentan-2-yl-1,3-diazinane-2,4,6-trione","C13H20N2O3","CCCC(C)C1(C(=O)NC(=O)NC1=O)CC(=C)C",252.31
49316,"","C13H20N2O2S","CCCC(C)C1(C(=O)NC(=NC1=O)S)CC(=C)C",268.38
49317,"","C13H19N2NaO2S","CCCC(C)C1(C(=NC(=NC1=O)S)[O-])CC(=C)C.[Na+]",290.36
49318,"5-(2-Methylprop-2-en-1-yl)-5-pentylpyrimidine-2,4,6(1H,3H,5H)-trione","C13H20N2O3","CCCCCC1(C(=O)NC(=O)NC1=O)CC(=C)C",252.31
49319,"","C13H19N2NaO2S","CCCCCC1(C(=NC(=NC1=O)S)[O-])C(C)C=C.[Na+]",290.36
49320,"","C13H20N2O2S","CCCCCC1(C(=O)NC(=NC1=O)S)C(C)C=C",268.38
49321,"5-(2-Methylprop-2-en-1-yl)-5-phenylpyrimidine-2,4,6(1H,3H,5H)-trione","C14H14N2O3","CC(=C)CC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2",258.27
49322,"","C14H13N2NaO3","CC(=C)CC1(C(=O)NC(=NC1=O)[O-])C2=CC=CC=C2.[Na+]",280.25
49323,"5-(2-Methylprop-2-en-1-yl)-5-propylpyrimidine-2,4,6(1H,3H,5H)-trione","C11H16N2O3","CCCC1(C(=O)NC(=O)NC1=O)CC(=C)C",224.26
