"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
48601,"2-[4-[2-(Cycloheptanecarbonyloxy)ethyl]piperazin-1-yl]ethyl cycloheptanecarboxylate","C24H42N2O4","C1CCCC(CC1)C(=O)OCCN2CCN(CC2)CCOC(=O)C3CCCCCC3",422.6
48602,"Ethanol, 2,2'-(1,4-piperazinylene)di-, di(o-methylbenzoate), dihydrochloride","C24H32Cl2N2O4","CC1=CC=CC=C1C(=O)OCCN2CCN(CC2)CCOC(=O)C3=CC=CC=C3C.Cl.Cl",483.4
48603,"2-[4-[2-(2-Methylbenzoyl)oxyethyl]piperazin-1-yl]ethyl 2-methylbenzoate","C24H30N2O4","CC1=CC=CC=C1C(=O)OCCN2CCN(CC2)CCOC(=O)C3=CC=CC=C3C",410.5
48604,"Ethanol, 2,2'-(1,4-piperazinylene)di-, divalerate, dihydrochloride","C18H36Cl2N2O4","CCCCC(=O)OCCN1CCN(CC1)CCOC(=O)CCCC.Cl.Cl",415.4
48605,"2-[4-(2-Pentanoyloxyethyl)piperazin-1-yl]ethyl pentanoate","C18H34N2O4","CCCCC(=O)OCCN1CCN(CC1)CCOC(=O)CCCC",342.5
48606,"Ethanol, 2,2'-(1,4-piperazinylene)di-, dicyclopropylcarboxylate, dihydrochloride","C16H28Cl2N2O4","C1CC1C(=O)OCCN2CCN(CC2)CCOC(=O)C3CC3.Cl.Cl",383.3
48607,"2-[4-[2-(Cyclopropanecarbonyloxy)ethyl]piperazin-1-yl]ethyl cyclopropanecarboxylate","C16H26N2O4","C1CC1C(=O)OCCN2CCN(CC2)CCOC(=O)C3CC3",310.39
48608,"Ethanol, 2,2'-(1,4-piperazinylene)di-, dicyclobutylcarboxylate, dihydrochloride","C18H32Cl2N2O4","C1CC(C1)C(=O)OCCN2CCN(CC2)CCOC(=O)C3CCC3.Cl.Cl",411.4
48609,"2-[4-[2-(Cyclobutanecarbonyloxy)ethyl]piperazin-1-yl]ethyl cyclobutanecarboxylate","C18H30N2O4","C1CC(C1)C(=O)OCCN2CCN(CC2)CCOC(=O)C3CCC3",338.4
48610,"Ethanol, 2,2'-(1,4-piperazinylene)di-, dicyclopentylcarboxylate, dihydrochloride","C20H36Cl2N2O4","C1CCC(C1)C(=O)OCCN2CCN(CC2)CCOC(=O)C3CCCC3.Cl.Cl",439.4
48611,"2-[4-[2-(Cyclopentanecarbonyloxy)ethyl]piperazin-1-yl]ethyl cyclopentanecarboxylate","C20H34N2O4","C1CCC(C1)C(=O)OCCN2CCN(CC2)CCOC(=O)C3CCCC3",366.5
48612,"Ethanol, 2,2'-(1,4-piperazinylene)di-, dicyclohexylcarboxylate, dihydrochloride","C22H40Cl2N2O4","C1CCC(CC1)C(=O)OCCN2CCN(CC2)CCOC(=O)C3CCCCC3.Cl.Cl",467.5
48613,"2-[4-[2-(Cyclohexanecarbonyloxy)ethyl]piperazin-1-yl]ethyl cyclohexanecarboxylate","C22H38N2O4","C1CCC(CC1)C(=O)OCCN2CCN(CC2)CCOC(=O)C3CCCCC3",394.5
48614,"Ethanol, 2,2'-(1,4-piperazinylene)di-, di(m-methylbenzoate), dihydrochloride","C24H32Cl2N2O4","CC1=CC(=CC=C1)C(=O)OCCN2CCN(CC2)CCOC(=O)C3=CC=CC(=C3)C.Cl.Cl",483.4
48615,"2-[4-[2-(3-Methylbenzoyl)oxyethyl]piperazin-1-yl]ethyl 3-methylbenzoate","C24H30N2O4","CC1=CC(=CC=C1)C(=O)OCCN2CCN(CC2)CCOC(=O)C3=CC=CC(=C3)C",410.5
48616,"Ethanol, 2,2'-(1,4-piperazinylene)di-, di(p-methylbenzoate), dihydrochloride","C24H32Cl2N2O4","CC1=CC=C(C=C1)C(=O)OCCN2CCN(CC2)CCOC(=O)C3=CC=C(C=C3)C.Cl.Cl",483.4
48617,"2-[4-[2-(4-Methylbenzoyl)oxyethyl]piperazin-1-yl]ethyl 4-methylbenzoate","C24H30N2O4","CC1=CC=C(C=C1)C(=O)OCCN2CCN(CC2)CCOC(=O)C3=CC=C(C=C3)C",410.5
48618,"","C13H15N3O3","C1CC(=NNC2=CC=CC=C2CC(=O)O)C(=O)NC1",261.28
48619,"5-beta,14-beta-Androstan-3-one, 17-beta-hydroxy-, acrylate","C22H32O3","CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4OC(=O)C=C)C",344.5
48620,"BUTYRIC ACID, 2-AMINO-4-(12-METHYL-7-BENZ(a)ANTHRYLMETHYL)THIO-","C24H23NO2S","CC1=C2C(=C(C3=CC=CC=C13)CSCCC(C(=O)O)N)C=CC4=CC=CC=C42",389.5
48621,"6-(Dimethylamino)-4,4-diphenylheptan-3-yl phenylacetate--hydrogen chloride (1/1)","C29H36ClNO2","CCC(C(CC(C)[NH+](C)C)(C1=CC=CC=C1)C2=CC=CC=C2)OC(=O)CC3=CC=CC=C3.[Cl-]",466.1
48622,"[6-(Dimethylamino)-4,4-diphenylheptan-3-yl] 2-phenylacetate","C29H35NO2","CCC(C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)OC(=O)CC3=CC=CC=C3",429.6
48623,"Acetic acid, 2-(2-(2-vinyloxy)ethoxy)ethoxy-, methyl ester","C9H16O5","COC(=O)COCCOCCOC=C",204.22
48624,"Ammonium, (2-(3-acetyl-2-methyl-1-indolizinyl)-2-methylethyl)dimethyl(1,4-xylyl)-, chloride","C24H31ClN2O","CC1=CC=C(C=C1)C[N+](C)(C)CC(C)C2=C3C=CC=CN3C(=C2C)C(=O)C.[Cl-]",399.0
48625,"2-(3-Acetyl-2-methylindolizin-1-yl)propyl-dimethyl-[(4-methylphenyl)methyl]azanium","C24H31N2O+","CC1=CC=C(C=C1)C[N+](C)(C)CC(C)C2=C3C=CC=CN3C(=C2C)C(=O)C",363.5
48626,"Ammonium, (ethylenebis(carbonyloxyethylene))bis(1-methyl-3-(2,2,6-trimethylcyclohexyl)propyl)bis(dimethyl-, dibromide","C38H74Br2N2O4","CC1CCCC(C1CCC(C)[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C(C)CCC2C(CCCC2(C)C)C)(C)C.[Br-].[Br-]",782.8
48627,"2-[4-[2-[Dimethyl-[4-(2,2,6-trimethylcyclohexyl)butan-2-yl]azaniumyl]ethoxy]-4-oxobutanoyl]oxyethyl-dimethyl-[4-(2,2,6-trimethylcyclohexyl)butan-2-yl]azanium","C38H74N2O4+2","CC1CCCC(C1CCC(C)[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C(C)CCC2C(CCCC2(C)C)C)(C)C",623.0
48628,"Ammonium, ethylenebis(oxyethylene)bis(1-methyl-3-(2,2,6-trimethylcyclohexyl)propyl)bis(dimethyl-, dichloride","C36H74Cl2N2O2","CC1CCCC(C1CCC(C)[N+](C)(C)CCOCCOCC[N+](C)(C)C(C)CCC2C(CCCC2(C)C)C)(C)C.[Cl-].[Cl-]",637.9
48629,"2-[2-[2-[Dimethyl-[4-(2,2,6-trimethylcyclohexyl)butan-2-yl]azaniumyl]ethoxy]ethoxy]ethyl-dimethyl-[4-(2,2,6-trimethylcyclohexyl)butan-2-yl]azanium","C36H74N2O2+2","CC1CCCC(C1CCC(C)[N+](C)(C)CCOCCOCC[N+](C)(C)C(C)CCC2C(CCCC2(C)C)C)(C)C",567.0
48630,"Ammonium, heptamethylenebis(1-methyl-3-(2,6,6-trimethyl-1-cyclohexen-1-yl)propyl)bis(dimethyl-, dibromide, dihydrate","C37H72Br2N2","CC1=C(C(CCC1)(C)C)CCC(C)[N+](C)(C)CCCCCCC[N+](C)(C)C(C)CCC2=C(CCCC2(C)C)C.[Br-].[Br-]",704.8
