"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
46101,"[2-[(dimethylamino)methyl]-5-methylphenyl] N-methylcarbamate","C12H18N2O2","CC1=CC(=C(C=C1)CN(C)C)OC(=O)NC",222.28
46102,"Carbamic acid, methyl-, 2-(dimethylaminomethyl)-p-tolyl ester, hydrochloride","C12H19ClN2O2","CC1=CC(=C(C=C1)OC(=O)NC)C[NH+](C)C.[Cl-]",258.74
46103,"[2-[(dimethylamino)methyl]-4-methylphenyl] N-methylcarbamate","C12H18N2O2","CC1=CC(=C(C=C1)OC(=O)NC)CN(C)C",222.28
46104,"Carbamic acid, methyl-, alpha-dimethylamino-alpha-methyl-p-tolyl ester, hydrochloride","C12H19ClN2O2","CC(C1=CC=C(C=C1)OC(=O)NC)[NH+](C)C.[Cl-]",258.74
46105,"[4-[1-(dimethylamino)ethyl]phenyl] N-methylcarbamate","C12H18N2O2","CC(C1=CC=C(C=C1)OC(=O)NC)N(C)C",222.28
46106,"Carbamic acid, N-methyl-, 3-(dimethylamino)phenyl ester, hydrochloride","C10H15ClN2O2","CNC(=O)OC1=CC=CC(=C1)[NH+](C)C.[Cl-]",230.69
46107,"Phenol, 3-(dimethylamino)-, methylcarbamate (ester)","C10H14N2O2","CNC(=O)OC1=CC=CC(=C1)N(C)C",194.23
46108,"Carbamic acid, methyl-, 2-(1-(dimethylamino)propyl)phenyl ester, hydrochloride","C13H21ClN2O2","CCC(C1=CC=CC=C1OC(=O)NC)[NH+](C)C.[Cl-]",272.77
46109,"[2-[1-(dimethylamino)propyl]phenyl] N-methylcarbamate","C13H20N2O2","CCC(C1=CC=CC=C1OC(=O)NC)N(C)C",236.31
46110,"Carbamic acid, methyl-, 3-(1-(dimethylamino)propyl)phenyl ester, hydrochloride","C13H21ClN2O2","CCC(C1=CC(=CC=C1)OC(=O)NC)[NH+](C)C.[Cl-]",272.77
46111,"[3-[1-(dimethylamino)propyl]phenyl] N-methylcarbamate","C13H20N2O2","CCC(C1=CC(=CC=C1)OC(=O)NC)N(C)C",236.31
46112,"Carbamic acid, methyl-, 4-(3-dimethylaminopropyl)phenyl ester, hydrochloride","C13H21ClN2O2","CNC(=O)OC1=CC=C(C=C1)CCC[NH+](C)C.[Cl-]",272.77
46113,"[4-[3-(dimethylamino)propyl]phenyl] N-methylcarbamate","C13H20N2O2","CNC(=O)OC1=CC=C(C=C1)CCCN(C)C",236.31
46114,"Carbamic acid, methyl-, alpha-(dimethylamino)-m-tolyl ester, hydrochloride","C11H17ClN2O2","CNC(=O)OC1=CC=CC(=C1)C[NH+](C)C.[Cl-]",244.72
46115,"[3-[(dimethylamino)methyl]phenyl] N-methylcarbamate","C11H16N2O2","CNC(=O)OC1=CC=CC(=C1)CN(C)C",208.26
46116,"Carbamic acid, methyl-, (alpha-dimethylamino)-p-tolyl ester, hydrochloride","C11H17ClN2O2","CNC(=O)OC1=CC=C(C=C1)C[NH+](C)C.[Cl-]",244.72
46117,"[4-[(dimethylamino)methyl]phenyl] N-methylcarbamate","C11H16N2O2","CNC(=O)OC1=CC=C(C=C1)CN(C)C",208.26
46118,"Carbamic acid, methyl-, (3-dimethylamino)-p-tolyl ester, hydrochloride","C11H17ClN2O2","CC1=C(C=C(C=C1)OC(=O)NC)[NH+](C)C.[Cl-]",244.72
46119,"Carbamic acid, methyl-, alpha-(dimethylamino)-2,6-xylyl ester, hydrochloride","C12H19ClN2O2","CC1=C(C(=CC=C1)C[NH+](C)C)OC(=O)NC.[Cl-]",258.74
46120,"[2-[(dimethylamino)methyl]-6-methylphenyl] N-methylcarbamate","C12H18N2O2","CC1=C(C(=CC=C1)CN(C)C)OC(=O)NC",222.28
