"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
24001,"","C11H14N4OS","CC(=NN=C(N)S)C1=CC=C(C=C1)NC(=O)C",250.32
24002,"","C7H6N2S2","C1=CC2=C(C=C1N)SC(=N2)S",182.3
24003,"Plumbane, trimethyl-","C3H10Pb","C[PbH](C)C",253
24004,"trans-2-Methylcyclohexanol","C7H14O","CC1CCCCC1O",114.19
24005,"Cyclohexanol, 3-methyl-, trans-","C7H14O","CC1CCCC(C1)O",114.19
24006,"cis-2-Methylcyclohexanol","C7H14O","CC1CCCCC1O",114.19
24007,"Selenium Dioxide","O2Se","O=[Se]=O",110.97
24008,"Lead sulfate","O4PbS","[O-]S(=O)(=O)[O-].[Pb+2]",303
24009,"Phosphoric acid, lead(2+) salt (2:3)","O8P2Pb3","[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Pb+2].[Pb+2].[Pb+2]",8.1e+02
24010,"Antimony sulfate","O12S3Sb2","[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Sb+3].[Sb+3]",531.7
24011,"Selenium sulfide (SeS)","SSe","S=[Se]",111.04
24012,"Aluminum Chloride","AlCl3","[Al](Cl)(Cl)Cl",133.34
24013,"","C3H3NaO2","C=CC(=O)[O-].[Na+]",94.04
24014,"Cupric Chloride","Cl2Cu","Cl[Cu]Cl",134.45
24015,"","ClK","[Cl-].[K+]",74.55
24016,"","ClLi","[Li+].[Cl-]",42.4
24017,"4'-Methoxyacrylophenone","C10H10O2","COC1=CC=C(C=C1)C(=O)C=C",162.18
24018,"Benzenemethanol, alpha-ethyl-2-methoxy-","C10H14O2","CCC(C1=CC=CC=C1OC)O",166.22
24019,"Benzoic acid, 2-((diethoxyphosphinothioyl)oxy)-, ethyl ester","C13H19O5PS","CCOC(=O)C1=CC=CC=C1OP(=S)(OCC)OCC",318.33
24020,"Ethyl 2-methylbutyrate","C7H14O2","CCC(C)C(=O)OCC",130.18
24021,"2-(2-Phenyl-1,3-dioxolan-4-yl)piperidine--hydrogen chloride (1/1)","C14H20ClNO2","C1CC[NH2+]C(C1)C2COC(O2)C3=CC=CC=C3.[Cl-]",269.77
